tipo_persona_id,sexo_victima
15272.0,Masculino
1893.0,No corresponde
15273.0,Masculino
1894.0,No corresponde
15274.0,Masculino
1895.0,No corresponde
15275.0,Masculino
1896.0,No corresponde
15276.0,Masculino
1897.0,No corresponde
15277.0,Masculino
1898.0,No corresponde
15278.0,Masculino
1899.0,No corresponde
15279.0,Masculino
1900.0,No corresponde
15280.0,Masculino
1901.0,No corresponde
15281.0,Masculino
1902.0,No corresponde
15282.0,Masculino
1903.0,No corresponde
15283.0,Masculino
1904.0,No corresponde
15284.0,Masculino
1905.0,No corresponde
15285.0,Masculino
1906.0,No corresponde
15286.0,Masculino
1907.0,No corresponde
15287.0,Femenino
1908.0,No corresponde
15288.0,Masculino
1909.0,No corresponde
15289.0,Masculino
1910.0,No corresponde
15290.0,Masculino
1911.0,No corresponde
15291.0,Masculino
1912.0,No corresponde
15292.0,Masculino
1913.0,No corresponde
15293.0,Masculino
1914.0,No corresponde
15294.0,Masculino
1915.0,No corresponde
15295.0,Masculino
1916.0,No corresponde
15296.0,Masculino
1917.0,No corresponde
15297.0,Masculino
1918.0,No corresponde
15298.0,Masculino
1919.0,No corresponde
15299.0,Masculino
1920.0,No corresponde
15300.0,Masculino
1921.0,No corresponde
15301.0,Masculino
1922.0,No corresponde
15302.0,Masculino
1923.0,No corresponde
15303.0,Masculino
1924.0,No corresponde
15304.0,Masculino
1925.0,No corresponde
15305.0,Masculino
1926.0,No corresponde
15306.0,Masculino
1927.0,No corresponde
15307.0,Masculino
1928.0,No corresponde
15308.0,Femenino
1929.0,No corresponde
15309.0,Masculino
1930.0,No corresponde
15310.0,Masculino
1931.0,No corresponde
15311.0,Masculino
1932.0,No corresponde
15312.0,Masculino
1933.0,No corresponde
15313.0,Masculino
1934.0,No corresponde
15314.0,Masculino
1935.0,No corresponde
15315.0,Masculino
1936.0,No corresponde
15316.0,Masculino
1937.0,No corresponde
15317.0,Masculino
1938.0,No corresponde
15318.0,Masculino
1939.0,No corresponde
15319.0,Masculino
1940.0,No corresponde
15320.0,Masculino
1941.0,No corresponde
15321.0,Femenino
1942.0,No corresponde
15322.0,Masculino
1943.0,No corresponde
15323.0,Masculino
1944.0,No corresponde
15324.0,Masculino
1945.0,No corresponde
15325.0,Masculino
1946.0,No corresponde
15326.0,Masculino
1947.0,No corresponde
15327.0,Masculino
1948.0,No corresponde
15328.0,Femenino
1949.0,No corresponde
15329.0,Masculino
1950.0,No corresponde
15330.0,Masculino
1951.0,No corresponde
15331.0,Masculino
1952.0,No corresponde
15332.0,Masculino
1953.0,No corresponde
15333.0,Masculino
1954.0,No corresponde
15334.0,Masculino
1955.0,No corresponde
15335.0,Femenino
1956.0,No corresponde
15336.0,Masculino
1957.0,No corresponde
15337.0,Masculino
1958.0,No corresponde
15338.0,Masculino
1959.0,No corresponde
15339.0,Masculino
1960.0,No corresponde
15340.0,Masculino
1961.0,No corresponde
15341.0,Femenino
1962.0,No corresponde
15342.0,Masculino
1963.0,No corresponde
15343.0,Masculino
1964.0,No corresponde
15344.0,Masculino
1965.0,No corresponde
15345.0,Masculino
1966.0,No corresponde
15346.0,Femenino
15347.0,Masculino
1967.0,No corresponde
15348.0,Masculino
1968.0,No corresponde
15349.0,Masculino
1969.0,No corresponde
15350.0,Masculino
1970.0,No corresponde
15351.0,Masculino
1971.0,No corresponde
15352.0,Masculino
1972.0,No corresponde
15353.0,Masculino
1973.0,No corresponde
15354.0,Masculino
1974.0,No corresponde
15355.0,Masculino
1975.0,No corresponde
15356.0,Femenino
1976.0,No corresponde
15357.0,Masculino
1977.0,No corresponde
15358.0,Masculino
1978.0,No corresponde
15359.0,Masculino
1979.0,No corresponde
15360.0,Masculino
15361.0,Masculino
1980.0,No corresponde
15362.0,Masculino
1981.0,No corresponde
15363.0,Masculino
1982.0,No corresponde
15364.0,Masculino
1983.0,No corresponde
15365.0,Masculino
1984.0,No corresponde
15366.0,Masculino
1985.0,No corresponde
15367.0,Masculino
1986.0,No corresponde
15368.0,Masculino
1987.0,No corresponde
15369.0,Femenino
1988.0,No corresponde
15370.0,Masculino
1989.0,No corresponde
15371.0,Femenino
1990.0,No corresponde
15372.0,Masculino
1991.0,No corresponde
15373.0,Masculino
1992.0,No corresponde
15374.0,Masculino
1993.0,No corresponde
15375.0,Masculino
1994.0,No corresponde
15376.0,Masculino
1995.0,No corresponde
15377.0,Femenino
1996.0,No corresponde
15378.0,Masculino
1997.0,No corresponde
15379.0,Masculino
1998.0,No corresponde
15380.0,Femenino
1999.0,No corresponde
15381.0,Masculino
2000.0,No corresponde
15382.0,Masculino
2001.0,No corresponde
15383.0,Masculino
2002.0,No corresponde
15384.0,Masculino
2003.0,No corresponde
15385.0,Masculino
2004.0,No corresponde
15386.0,Masculino
2005.0,No corresponde
15387.0,Masculino
2006.0,No corresponde
15388.0,Masculino
2007.0,No corresponde
15389.0,Masculino
2008.0,No corresponde
15390.0,Masculino
2009.0,No corresponde
15391.0,Masculino
2010.0,No corresponde
15392.0,Masculino
2011.0,No corresponde
15393.0,Masculino
2012.0,No corresponde
15394.0,Masculino
2013.0,No corresponde
15395.0,Masculino
2014.0,No corresponde
15396.0,Femenino
2015.0,No corresponde
15397.0,Masculino
2016.0,No corresponde
15398.0,Masculino
2017.0,No corresponde
15399.0,Masculino
2018.0,No corresponde
15400.0,Masculino
2019.0,No corresponde
15401.0,Masculino
2020.0,No corresponde
15402.0,Masculino
2021.0,No corresponde
15403.0,Masculino
2022.0,No corresponde
15404.0,Masculino
2023.0,No corresponde
15405.0,Masculino
2024.0,No corresponde
15406.0,Masculino
2025.0,No corresponde
15407.0,Masculino
15408.0,Masculino
15409.0,Masculino
2026.0,No corresponde
15410.0,Masculino
2027.0,No corresponde
15411.0,Masculino
2028.0,No corresponde
15412.0,Masculino
2029.0,No corresponde
15413.0,Masculino
2030.0,No corresponde
15414.0,Masculino
2031.0,No corresponde
15415.0,Masculino
2032.0,No corresponde
15416.0,Femenino
2033.0,No corresponde
15417.0,Masculino
2034.0,No corresponde
15418.0,Masculino
2035.0,No corresponde
15419.0,Masculino
15420.0,Masculino
2036.0,No corresponde
15421.0,Masculino
2037.0,No corresponde
15422.0,Masculino
2038.0,No corresponde
15423.0,Masculino
2039.0,No corresponde
15424.0,Masculino
2040.0,No corresponde
15425.0,Masculino
2041.0,No corresponde
15426.0,Masculino
2042.0,No corresponde
15427.0,Masculino
2043.0,No corresponde
15428.0,Masculino
2044.0,No corresponde
15429.0,Masculino
2045.0,No corresponde
15430.0,Masculino
2046.0,No corresponde
15431.0,Masculino
2047.0,No corresponde
15432.0,Masculino
2048.0,No corresponde
15433.0,Masculino
2049.0,No corresponde
15434.0,Masculino
2050.0,No corresponde
15435.0,Masculino
2051.0,No corresponde
15436.0,Masculino
2052.0,No corresponde
15437.0,Masculino
2053.0,No corresponde
15438.0,Masculino
2054.0,No corresponde
15439.0,Masculino
2055.0,No corresponde
15440.0,Masculino
2056.0,No corresponde
15441.0,Masculino
2057.0,No corresponde
15442.0,Masculino
2058.0,No corresponde
15443.0,Femenino
2059.0,No corresponde
15444.0,Femenino
2060.0,No corresponde
15445.0,Masculino
2061.0,No corresponde
15446.0,Masculino
2062.0,No corresponde
15447.0,Masculino
2063.0,No corresponde
15448.0,Masculino
2064.0,No corresponde
15449.0,Femenino
2065.0,No corresponde
15450.0,Masculino
2066.0,No corresponde
15451.0,Masculino
2067.0,No corresponde
15452.0,Masculino
2068.0,No corresponde
15453.0,Masculino
2069.0,No corresponde
15454.0,Masculino
2070.0,No corresponde
15455.0,Masculino
2071.0,No corresponde
15456.0,Masculino
2072.0,No corresponde
15457.0,Masculino
2073.0,No corresponde
15458.0,Masculino
2074.0,No corresponde
15459.0,Masculino
2075.0,No corresponde
15460.0,Masculino
2076.0,No corresponde
15461.0,Masculino
2077.0,No corresponde
15462.0,Masculino
2078.0,No corresponde
15463.0,Femenino
2079.0,No corresponde
15464.0,Masculino
2080.0,No corresponde
15465.0,Masculino
2081.0,No corresponde
15466.0,Masculino
2082.0,No corresponde
15467.0,Masculino
2083.0,No corresponde
15468.0,Masculino
2084.0,No corresponde
15469.0,Masculino
2085.0,No corresponde
15470.0,Masculino
2086.0,No corresponde
15471.0,Masculino
2087.0,No corresponde
15472.0,Masculino
2088.0,No corresponde
15473.0,Masculino
2089.0,No corresponde
15474.0,Femenino
2090.0,No corresponde
15475.0,Masculino
13600.0,No corresponde
15476.0,Femenino
2091.0,No corresponde
15477.0,Masculino
2092.0,No corresponde
15478.0,Masculino
2093.0,No corresponde
15479.0,Masculino
2094.0,No corresponde
15480.0,Masculino
2095.0,No corresponde
15481.0,Masculino
2096.0,No corresponde
15482.0,Masculino
2097.0,No corresponde
15483.0,Masculino
2098.0,No corresponde
15484.0,Masculino
2099.0,No corresponde
15485.0,Masculino
2100.0,No corresponde
15486.0,Masculino
2101.0,No corresponde
15487.0,Masculino
2102.0,No corresponde
15488.0,Masculino
2103.0,No corresponde
15489.0,Masculino
2104.0,No corresponde
15490.0,Masculino
2105.0,No corresponde
15491.0,Femenino
2106.0,No corresponde
15492.0,Masculino
2107.0,No corresponde
15493.0,Masculino
2108.0,No corresponde
15494.0,Masculino
2109.0,No corresponde
15495.0,Masculino
2110.0,No corresponde
15496.0,Masculino
2111.0,No corresponde
15497.0,Masculino
2112.0,No corresponde
15498.0,Masculino
2113.0,No corresponde
15499.0,Masculino
2114.0,No corresponde
15500.0,Masculino
2115.0,No corresponde
15501.0,Masculino
2116.0,No corresponde
15502.0,Masculino
2117.0,No corresponde
15503.0,Masculino
2118.0,No corresponde
15504.0,Masculino
2119.0,No corresponde
15505.0,Masculino
2120.0,No corresponde
15506.0,Masculino
2121.0,No corresponde
15507.0,Masculino
2122.0,No corresponde
15508.0,Masculino
2123.0,No corresponde
15509.0,Masculino
15510.0,Masculino
2124.0,No corresponde
15511.0,Masculino
2125.0,No corresponde
15512.0,Masculino
2126.0,No corresponde
15513.0,Masculino
2127.0,No corresponde
15514.0,Masculino
2128.0,No corresponde
15515.0,Masculino
2129.0,No corresponde
15516.0,Masculino
2130.0,No corresponde
15517.0,Femenino
2131.0,No corresponde
15518.0,Masculino
2132.0,No corresponde
15519.0,Femenino
2133.0,No corresponde
15520.0,Masculino
2134.0,No corresponde
15521.0,Masculino
2135.0,No corresponde
15522.0,Masculino
2136.0,No corresponde
15523.0,Masculino
2137.0,No corresponde
15524.0,Masculino
2138.0,No corresponde
15525.0,Masculino
2139.0,No corresponde
15526.0,Masculino
2140.0,No corresponde
15527.0,Masculino
2141.0,No corresponde
15528.0,Masculino
2142.0,No corresponde
15529.0,Masculino
2143.0,No corresponde
15530.0,Masculino
2144.0,No corresponde
15531.0,Masculino
2145.0,No corresponde
15532.0,Masculino
2146.0,No corresponde
15533.0,Masculino
2147.0,No corresponde
15534.0,Masculino
2148.0,No corresponde
15535.0,Masculino
2149.0,No corresponde
15536.0,Masculino
15537.0,Masculino
2150.0,No corresponde
15538.0,Masculino
2151.0,No corresponde
15539.0,Masculino
2152.0,No corresponde
15540.0,Masculino
2153.0,No corresponde
15541.0,Masculino
2154.0,No corresponde
15542.0,Masculino
2155.0,No corresponde
15543.0,Masculino
2156.0,No corresponde
15544.0,Masculino
2157.0,No corresponde
15545.0,Masculino
2158.0,No corresponde
15546.0,Masculino
2159.0,No corresponde
15547.0,Masculino
2160.0,No corresponde
15548.0,Masculino
2161.0,No corresponde
15549.0,Masculino
2162.0,No corresponde
15550.0,Masculino
2163.0,No corresponde
2164.0,No corresponde
15551.0,Masculino
15552.0,Masculino
2165.0,No corresponde
15553.0,Masculino
2166.0,No corresponde
15554.0,Masculino
2167.0,No corresponde
15555.0,Masculino
2168.0,No corresponde
15556.0,Masculino
2169.0,No corresponde
15557.0,Femenino
2170.0,No corresponde
25148.0,Masculino
2171.0,No corresponde
15558.0,Masculino
2172.0,No corresponde
15559.0,Masculino
2173.0,No corresponde
15560.0,Masculino
2174.0,No corresponde
15561.0,Masculino
2175.0,No corresponde
15562.0,Masculino
2176.0,No corresponde
15563.0,Masculino
2177.0,No corresponde
15564.0,Femenino
2178.0,No corresponde
15565.0,Femenino
2179.0,No corresponde
15566.0,Femenino
2180.0,No corresponde
15567.0,Femenino
2181.0,No corresponde
15568.0,Femenino
2182.0,No corresponde
15569.0,Masculino
2183.0,No corresponde
15570.0,Masculino
13637.0,No corresponde
13638.0,No corresponde
15571.0,Femenino
15572.0,Femenino
2184.0,No corresponde
15573.0,Masculino
2185.0,No corresponde
15574.0,Masculino
2186.0,No corresponde
15575.0,Masculino
2187.0,No corresponde
15576.0,Masculino
2188.0,No corresponde
15577.0,Femenino
2189.0,No corresponde
15578.0,Masculino
2190.0,No corresponde
15579.0,Masculino
2191.0,No corresponde
15580.0,Masculino
2192.0,No corresponde
15581.0,Masculino
2193.0,No corresponde
15582.0,Masculino
2194.0,No corresponde
15583.0,Masculino
2195.0,No corresponde
15584.0,Femenino
2196.0,No corresponde
15585.0,Masculino
2197.0,No corresponde
15586.0,Femenino
2198.0,No corresponde
15587.0,Masculino
2199.0,No corresponde
15588.0,Femenino
2200.0,No corresponde
15589.0,Masculino
2201.0,No corresponde
15590.0,Masculino
2202.0,No corresponde
15591.0,Masculino
2203.0,No corresponde
15592.0,Masculino
2204.0,No corresponde
15593.0,Masculino
2205.0,No corresponde
15594.0,Masculino
2206.0,No corresponde
15595.0,Masculino
2207.0,No corresponde
15596.0,Masculino
2208.0,No corresponde
15597.0,Masculino
2209.0,No corresponde
15598.0,Masculino
2210.0,No corresponde
15599.0,Masculino
2211.0,No corresponde
15600.0,Masculino
2212.0,No corresponde
15601.0,Femenino
2213.0,No corresponde
15602.0,Femenino
2214.0,No corresponde
15603.0,Masculino
2215.0,No corresponde
15604.0,Femenino
2216.0,No corresponde
15605.0,Masculino
2217.0,No corresponde
15606.0,Masculino
2218.0,No corresponde
15607.0,Femenino
2219.0,No corresponde
15608.0,Masculino
2220.0,No corresponde
15609.0,Masculino
2221.0,No corresponde
15610.0,Masculino
2222.0,No corresponde
15611.0,Masculino
2223.0,No corresponde
15612.0,Masculino
2224.0,No corresponde
15613.0,Femenino
2225.0,No corresponde
15614.0,Masculino
2226.0,No corresponde
15615.0,Masculino
2227.0,No corresponde
15616.0,Masculino
2228.0,No corresponde
15617.0,Masculino
2229.0,No corresponde
15618.0,Masculino
2230.0,No corresponde
15619.0,Masculino
2231.0,No corresponde
15620.0,Masculino
2232.0,No corresponde
15621.0,Masculino
2233.0,No corresponde
15622.0,Masculino
2234.0,No corresponde
15623.0,Masculino
2235.0,No corresponde
15624.0,Masculino
2236.0,No corresponde
15625.0,Masculino
2237.0,No corresponde
2238.0,No corresponde
15626.0,Masculino
15627.0,Masculino
2239.0,No corresponde
15628.0,Masculino
2240.0,No corresponde
15629.0,Masculino
2241.0,No corresponde
15630.0,Masculino
2242.0,No corresponde
15631.0,Masculino
2243.0,No corresponde
15632.0,Masculino
2244.0,No corresponde
15633.0,Masculino
2245.0,No corresponde
15634.0,Masculino
2246.0,No corresponde
15635.0,Masculino
2247.0,No corresponde
15636.0,Masculino
2248.0,No corresponde
15637.0,Masculino
2249.0,No corresponde
15638.0,Masculino
2250.0,No corresponde
15639.0,Masculino
2251.0,No corresponde
15640.0,Masculino
2252.0,No corresponde
15641.0,Masculino
2253.0,No corresponde
15642.0,Masculino
2254.0,No corresponde
15643.0,Masculino
2255.0,No corresponde
15644.0,Masculino
2256.0,No corresponde
15645.0,Masculino
2257.0,No corresponde
15646.0,Femenino
2258.0,No corresponde
15647.0,Masculino
2259.0,No corresponde
15648.0,Masculino
2260.0,No corresponde
2261.0,No corresponde
15649.0,Femenino
15650.0,Femenino
2262.0,No corresponde
15651.0,Masculino
2263.0,No corresponde
15652.0,Masculino
2264.0,No corresponde
15653.0,Masculino
2265.0,No corresponde
15654.0,Masculino
2266.0,No corresponde
15655.0,Masculino
2267.0,No corresponde
15656.0,Masculino
2268.0,No corresponde
15657.0,Masculino
2269.0,No corresponde
15658.0,Masculino
2270.0,No corresponde
15659.0,Masculino
2271.0,No corresponde
15660.0,Masculino
2272.0,No corresponde
15661.0,Masculino
2273.0,No corresponde
15662.0,Masculino
2274.0,No corresponde
15663.0,Masculino
2275.0,No corresponde
15664.0,Masculino
2276.0,No corresponde
15665.0,Masculino
2277.0,No corresponde
15666.0,Masculino
2278.0,No corresponde
15667.0,Masculino
2279.0,No corresponde
15668.0,Masculino
2280.0,No corresponde
15669.0,Femenino
2281.0,No corresponde
15670.0,Masculino
2282.0,No corresponde
15671.0,Masculino
2283.0,No corresponde
15672.0,Masculino
2284.0,No corresponde
15673.0,Masculino
2285.0,No corresponde
15674.0,Masculino
2286.0,No corresponde
15675.0,Masculino
2287.0,No corresponde
15676.0,Masculino
2288.0,No corresponde
15677.0,Masculino
2289.0,No corresponde
15678.0,Masculino
2290.0,No corresponde
15679.0,Masculino
2291.0,No corresponde
15680.0,Femenino
2292.0,No corresponde
15681.0,Masculino
2293.0,No corresponde
15682.0,Femenino
2294.0,No corresponde
15683.0,Masculino
2295.0,No corresponde
15684.0,Masculino
2296.0,No corresponde
15685.0,Masculino
2297.0,No corresponde
15686.0,Masculino
2298.0,No corresponde
15687.0,Masculino
2299.0,No corresponde
15688.0,Masculino
2300.0,No corresponde
15689.0,Masculino
2301.0,No corresponde
15690.0,Masculino
2302.0,No corresponde
15691.0,Masculino
2303.0,No corresponde
2304.0,No corresponde
15692.0,Masculino
15693.0,Masculino
2305.0,No corresponde
15694.0,Masculino
2306.0,No corresponde
15695.0,Masculino
2307.0,No corresponde
15696.0,Femenino
2308.0,No corresponde
15697.0,Masculino
2309.0,No corresponde
15698.0,Masculino
2310.0,No corresponde
15699.0,Masculino
2311.0,No corresponde
15700.0,Femenino
2312.0,No corresponde
15701.0,Masculino
2313.0,No corresponde
15702.0,Masculino
2314.0,No corresponde
15703.0,Masculino
2315.0,No corresponde
15704.0,Masculino
2316.0,No corresponde
15705.0,Masculino
2317.0,No corresponde
15706.0,Masculino
2318.0,No corresponde
15707.0,Masculino
2319.0,No corresponde
15708.0,Masculino
2320.0,No corresponde
15709.0,Masculino
2321.0,No corresponde
2322.0,No corresponde
15710.0,Femenino
15711.0,Masculino
2323.0,No corresponde
15712.0,Masculino
2324.0,No corresponde
15713.0,Femenino
2325.0,No corresponde
15714.0,Masculino
2326.0,No corresponde
15715.0,Masculino
2327.0,No corresponde
15716.0,Masculino
2328.0,No corresponde
15717.0,Masculino
2329.0,No corresponde
15718.0,Masculino
2330.0,No corresponde
15719.0,Masculino
2331.0,No corresponde
15720.0,Masculino
2332.0,No corresponde
15721.0,Masculino
2333.0,No corresponde
15722.0,Femenino
2334.0,No corresponde
15723.0,Femenino
2335.0,No corresponde
2336.0,No corresponde
15724.0,Masculino
15725.0,Masculino
2337.0,No corresponde
15726.0,Masculino
2338.0,No corresponde
15727.0,Masculino
2339.0,No corresponde
15728.0,Masculino
2340.0,No corresponde
15729.0,Masculino
2341.0,No corresponde
15730.0,Masculino
2342.0,No corresponde
15731.0,Masculino
2343.0,No corresponde
15732.0,Femenino
2344.0,No corresponde
15733.0,Masculino
2345.0,No corresponde
15734.0,Femenino
2346.0,No corresponde
15735.0,Masculino
2347.0,No corresponde
15736.0,Masculino
2348.0,No corresponde
15737.0,Masculino
2349.0,No corresponde
15738.0,Masculino
2350.0,No corresponde
15739.0,Masculino
2351.0,No corresponde
15740.0,Femenino
2352.0,No corresponde
15741.0,Masculino
2353.0,No corresponde
15742.0,Masculino
2354.0,No corresponde
15743.0,Masculino
2355.0,No corresponde
15744.0,Masculino
2356.0,No corresponde
15745.0,Masculino
2357.0,No corresponde
15746.0,Masculino
2358.0,No corresponde
15747.0,Masculino
2359.0,No corresponde
15748.0,Masculino
2360.0,No corresponde
15749.0,Masculino
2361.0,No corresponde
15750.0,Masculino
2362.0,No corresponde
15751.0,Masculino
2363.0,No corresponde
15752.0,Masculino
2364.0,No corresponde
15753.0,Masculino
2365.0,No corresponde
15754.0,Masculino
2366.0,No corresponde
15755.0,Masculino
2367.0,No corresponde
15756.0,Masculino
2368.0,No corresponde
15757.0,Masculino
2369.0,No corresponde
15758.0,Masculino
2370.0,No corresponde
15759.0,Masculino
2371.0,No corresponde
2372.0,No corresponde
15760.0,Masculino
15761.0,Masculino
2373.0,No corresponde
15762.0,Masculino
2374.0,No corresponde
15763.0,Masculino
2375.0,No corresponde
15764.0,Masculino
2376.0,No corresponde
15765.0,Femenino
2377.0,No corresponde
15766.0,Femenino
2378.0,No corresponde
15767.0,Masculino
2379.0,No corresponde
15768.0,Masculino
2380.0,No corresponde
15769.0,Masculino
2381.0,No corresponde
15770.0,Masculino
2382.0,No corresponde
15771.0,Masculino
2383.0,No corresponde
2384.0,No corresponde
2385.0,No corresponde
15772.0,Femenino
15773.0,Masculino
15774.0,Masculino
2386.0,No corresponde
15775.0,Femenino
2387.0,No corresponde
15776.0,Masculino
2388.0,No corresponde
15777.0,Femenino
2389.0,No corresponde
15778.0,Masculino
2390.0,No corresponde
15779.0,Masculino
2391.0,No corresponde
15780.0,Masculino
2392.0,No corresponde
2393.0,No corresponde
15781.0,Masculino
15782.0,Masculino
2394.0,No corresponde
15783.0,Femenino
2395.0,No corresponde
15784.0,Masculino
2396.0,No corresponde
15785.0,Masculino
2397.0,No corresponde
15786.0,Masculino
2398.0,No corresponde
15787.0,Masculino
2399.0,No corresponde
15788.0,Masculino
2400.0,No corresponde
15789.0,Masculino
2401.0,No corresponde
15790.0,Masculino
2402.0,No corresponde
15791.0,Masculino
2403.0,No corresponde
15792.0,Femenino
2404.0,No corresponde
15793.0,Femenino
2405.0,No corresponde
15794.0,Masculino
2406.0,No corresponde
15795.0,Femenino
2407.0,No corresponde
15796.0,Masculino
2408.0,No corresponde
15797.0,Masculino
2409.0,No corresponde
15798.0,Masculino
2410.0,No corresponde
15799.0,Femenino
2411.0,No corresponde
15800.0,Masculino
2412.0,No corresponde
15801.0,Femenino
2413.0,No corresponde
15802.0,Masculino
2414.0,No corresponde
15803.0,Masculino
2415.0,No corresponde
15804.0,Masculino
2416.0,No corresponde
15805.0,Masculino
2417.0,No corresponde
15806.0,Femenino
2418.0,No corresponde
15807.0,Masculino
2419.0,No corresponde
15808.0,Femenino
2420.0,No corresponde
15809.0,Masculino
2421.0,No corresponde
15810.0,Masculino
2422.0,No corresponde
15811.0,Masculino
2423.0,No corresponde
15812.0,Masculino
2424.0,No corresponde
15813.0,Masculino
2425.0,No corresponde
15814.0,Masculino
2426.0,No corresponde
15815.0,Masculino
2427.0,No corresponde
15816.0,Masculino
2428.0,No corresponde
15817.0,Masculino
2429.0,No corresponde
15818.0,Masculino
2430.0,No corresponde
15819.0,Femenino
2431.0,No corresponde
15820.0,Femenino
2432.0,No corresponde
15821.0,Masculino
2433.0,No corresponde
15822.0,Masculino
2434.0,No corresponde
15823.0,Masculino
2435.0,No corresponde
15824.0,Masculino
2436.0,No corresponde
15825.0,Masculino
2437.0,No corresponde
15826.0,Masculino
2438.0,No corresponde
15827.0,Masculino
2439.0,No corresponde
15828.0,Femenino
2440.0,No corresponde
15829.0,Masculino
2441.0,No corresponde
15830.0,Masculino
2442.0,No corresponde
15831.0,Masculino
2443.0,No corresponde
15832.0,Masculino
2444.0,No corresponde
15833.0,Masculino
2445.0,No corresponde
15834.0,Masculino
2446.0,No corresponde
15835.0,Femenino
2447.0,No corresponde
15836.0,Masculino
2448.0,No corresponde
15837.0,Masculino
2449.0,No corresponde
15838.0,Masculino
2450.0,No corresponde
15839.0,Masculino
2451.0,No corresponde
15840.0,Masculino
2452.0,No corresponde
15841.0,Masculino
2453.0,No corresponde
15842.0,Masculino
2454.0,No corresponde
15843.0,Masculino
2455.0,No corresponde
15844.0,Masculino
2456.0,No corresponde
15845.0,Masculino
2457.0,No corresponde
15846.0,Masculino
2458.0,No corresponde
15847.0,Masculino
2459.0,No corresponde
15848.0,Masculino
2460.0,No corresponde
15849.0,Femenino
13639.0,No corresponde
15850.0,Femenino
2461.0,No corresponde
15851.0,Masculino
2462.0,No corresponde
15852.0,Masculino
2463.0,No corresponde
15853.0,Masculino
2464.0,No corresponde
15854.0,Masculino
2465.0,No corresponde
15855.0,Masculino
2466.0,No corresponde
15856.0,Femenino
2467.0,No corresponde
15857.0,Femenino
2468.0,No corresponde
15858.0,Femenino
2469.0,No corresponde
15859.0,Femenino
2470.0,No corresponde
15860.0,Masculino
2471.0,No corresponde
15861.0,Femenino
2472.0,No corresponde
15862.0,Masculino
2473.0,No corresponde
15863.0,Masculino
2474.0,No corresponde
15864.0,Masculino
2475.0,No corresponde
15865.0,Femenino
2476.0,No corresponde
15866.0,Masculino
2477.0,No corresponde
15867.0,Masculino
2478.0,No corresponde
15868.0,Masculino
2479.0,No corresponde
15869.0,Masculino
2480.0,No corresponde
15870.0,Masculino
2481.0,No corresponde
15871.0,Masculino
2482.0,No corresponde
15872.0,Masculino
2483.0,No corresponde
2484.0,No corresponde
2485.0,No corresponde
15873.0,Masculino
15874.0,Masculino
15875.0,Masculino
2486.0,No corresponde
15876.0,Masculino
2487.0,No corresponde
15877.0,Masculino
2488.0,No corresponde
15878.0,Masculino
2489.0,No corresponde
15879.0,Masculino
2490.0,No corresponde
15880.0,Masculino
2491.0,No corresponde
15881.0,Masculino
2492.0,No corresponde
15882.0,Masculino
2493.0,No corresponde
15883.0,Masculino
2494.0,No corresponde
15884.0,Masculino
2495.0,No corresponde
2496.0,No corresponde
15885.0,Femenino
15886.0,Masculino
25149.0,Femenino
2497.0,No corresponde
15887.0,Masculino
2498.0,No corresponde
15888.0,Femenino
2499.0,No corresponde
15889.0,Femenino
2500.0,No corresponde
15890.0,Masculino
2501.0,No corresponde
15891.0,Masculino
2502.0,No corresponde
15892.0,Masculino
2503.0,No corresponde
15893.0,Masculino
2504.0,No corresponde
15894.0,Masculino
2505.0,No corresponde
15895.0,Femenino
2506.0,No corresponde
15896.0,Femenino
2507.0,No corresponde
15897.0,Masculino
2508.0,No corresponde
15898.0,Femenino
2509.0,No corresponde
15899.0,Femenino
2510.0,No corresponde
15900.0,Masculino
2511.0,No corresponde
15901.0,Masculino
2512.0,No corresponde
15902.0,Masculino
2513.0,No corresponde
25150.0,Masculino
2514.0,No corresponde
15903.0,Masculino
2515.0,No corresponde
15904.0,Masculino
2516.0,No corresponde
15905.0,Masculino
2517.0,No corresponde
15906.0,Masculino
2518.0,No corresponde
15907.0,Masculino
2519.0,No corresponde
15908.0,Femenino
2520.0,No corresponde
15909.0,Masculino
2521.0,No corresponde
15910.0,Masculino
2522.0,No corresponde
15911.0,Masculino
2523.0,No corresponde
15912.0,Femenino
2524.0,No corresponde
15913.0,Masculino
2525.0,No corresponde
15914.0,Masculino
2526.0,No corresponde
15915.0,Masculino
2527.0,No corresponde
15916.0,Femenino
2528.0,No corresponde
15917.0,Masculino
2529.0,No corresponde
15918.0,Femenino
2530.0,No corresponde
15919.0,Masculino
2531.0,No corresponde
15920.0,Femenino
2532.0,No corresponde
15921.0,Masculino
2533.0,No corresponde
15922.0,Masculino
2534.0,No corresponde
15923.0,Masculino
2535.0,No corresponde
15924.0,Masculino
2536.0,No corresponde
15925.0,Masculino
2537.0,No corresponde
15926.0,Masculino
13640.0,No corresponde
13641.0,No corresponde
15927.0,Femenino
15928.0,Masculino
2538.0,No corresponde
15929.0,Masculino
2539.0,No corresponde
15930.0,Masculino
2540.0,No corresponde
15931.0,Masculino
2541.0,No corresponde
15932.0,Masculino
2542.0,No corresponde
15933.0,Masculino
2543.0,No corresponde
15934.0,Masculino
2544.0,No corresponde
15935.0,Masculino
2545.0,No corresponde
15936.0,Masculino
2546.0,No corresponde
15937.0,Masculino
2547.0,No corresponde
15938.0,Femenino
2548.0,No corresponde
