tipo_persona_id,tipo_lugar,sexo_inculpado,Id_hecho
19086.0,6.0,,19382
6068.0,2.0,,19383
6069.0,2.0,,19383
6070.0,2.0,,19383
19087.0,2.0,,19383
6071.0,6.0,,19386
6072.0,6.0,,19386
19088.0,6.0,,19386
6073.0,6.0,,19387
6074.0,6.0,,19387
19089.0,6.0,,19387
6075.0,2.0,,19388
6076.0,2.0,,19388
6077.0,2.0,,19388
6078.0,2.0,,19388
19090.0,2.0,,19388
6079.0,6.0,,19389
19091.0,6.0,,19389
6080.0,2.0,,19390
19092.0,2.0,,19390
6081.0,6.0,,19391
19093.0,6.0,,19391
6082.0,2.0,,19393
19094.0,2.0,,19393
6083.0,6.0,,19394
19095.0,6.0,,19394
6084.0,2.0,,19396
19096.0,2.0,,19396
6085.0,6.0,,19397
19097.0,6.0,,19397
6086.0,2.0,,19398
19098.0,2.0,,19398
6087.0,6.0,,19399
19099.0,6.0,,19399
6088.0,6.0,,19400
6089.0,6.0,,19400
19100.0,6.0,,19400
6090.0,6.0,,19401
19101.0,6.0,,19401
6091.0,6.0,,19402
19102.0,6.0,,19402
6092.0,6.0,,19403
19103.0,6.0,,19403
6093.0,2.0,,19404
19104.0,2.0,,19404
6094.0,6.0,,19405
19105.0,6.0,,19405
6095.0,6.0,,19406
19106.0,6.0,,19406
6096.0,6.0,,19407
19107.0,6.0,,19407
6097.0,2.0,,19408
19108.0,2.0,,19408
6098.0,6.0,,19409
19109.0,6.0,,19409
6099.0,6.0,,19410
19110.0,6.0,,19410
6100.0,6.0,,19411
19111.0,6.0,,19411
6101.0,6.0,,19412
19112.0,6.0,,19412
6102.0,1.0,,19413
19113.0,1.0,,19413
6103.0,6.0,,19414
6104.0,6.0,,19414
19114.0,6.0,,19414
19115.0,6.0,,19414
6105.0,4.0,,19415
19116.0,4.0,,19415
6106.0,2.0,,19416
19117.0,2.0,,19416
6107.0,6.0,,19417
19118.0,6.0,,19417
6108.0,6.0,,19418
19119.0,6.0,,19418
6109.0,2.0,,19419
19120.0,2.0,,19419
6110.0,6.0,,19420
19121.0,6.0,,19420
6111.0,2.0,,19421
19122.0,2.0,,19421
6112.0,6.0,,19422
19123.0,6.0,,19422
6113.0,6.0,,19423
19124.0,6.0,,19423
6114.0,2.0,,19424
19125.0,2.0,,19424
6115.0,6.0,,19429
19126.0,6.0,,19429
6116.0,6.0,,19430
6117.0,6.0,,19430
19127.0,6.0,,19430
6118.0,2.0,,19431
19128.0,2.0,,19431
6119.0,2.0,,19432
19129.0,2.0,,19432
6120.0,6.0,,19433
19130.0,6.0,,19433
6121.0,6.0,,19434
19131.0,6.0,,19434
6122.0,2.0,,19435
19132.0,2.0,,19435
6123.0,6.0,,19439
19133.0,6.0,,19439
7335.0,2.0,,19440
7336.0,2.0,,19440
19134.0,2.0,,19440
6124.0,6.0,,19441
19135.0,6.0,,19441
7337.0,6.0,,19442
7338.0,6.0,,19442
19136.0,6.0,,19442
6125.0,6.0,,19443
19137.0,6.0,,19443
6126.0,2.0,,19444
19138.0,2.0,,19444
6127.0,6.0,,19445
6128.0,6.0,,19445
19139.0,6.0,,19445
6129.0,6.0,,19446
6130.0,6.0,,19446
19140.0,6.0,,19446
6131.0,6.0,,19448
19141.0,6.0,,19448
6132.0,2.0,,19449
19142.0,2.0,,19449
6133.0,6.0,,19450
19143.0,6.0,,19450
6134.0,6.0,,19451
19144.0,6.0,,19451
6135.0,0.0,,19452
19145.0,0.0,,19452
6136.0,6.0,,19453
19146.0,6.0,,19453
6137.0,1.0,,19454
19147.0,1.0,,19454
6138.0,6.0,,19455
19148.0,6.0,,19455
6139.0,6.0,,19456
6140.0,6.0,,19456
19149.0,6.0,,19456
6141.0,2.0,,19457
19150.0,2.0,,19457
6142.0,2.0,,19458
6143.0,2.0,,19458
6144.0,2.0,,19458
19151.0,2.0,,19458
6145.0,6.0,,19460
19152.0,6.0,,19460
6146.0,6.0,,19461
19153.0,6.0,,19461
6147.0,2.0,,19463
19154.0,2.0,,19463
6148.0,6.0,,19464
19155.0,6.0,,19464
6149.0,2.0,,19465
19156.0,2.0,,19465
6150.0,2.0,,19466
19157.0,2.0,,19466
6151.0,6.0,,19470
19158.0,6.0,,19470
6152.0,6.0,,19471
19159.0,6.0,,19471
6153.0,6.0,,19472
19160.0,6.0,,19472
6154.0,2.0,,19473
19161.0,2.0,,19473
6155.0,6.0,,19474
19162.0,6.0,,19474
6156.0,2.0,,19475
19163.0,2.0,,19475
6157.0,2.0,,19477
19164.0,2.0,,19477
6158.0,2.0,,19478
19165.0,2.0,,19478
19166.0,2.0,,19478
6159.0,6.0,,19479
6160.0,6.0,,19479
19167.0,6.0,,19479
6161.0,2.0,,19480
19168.0,2.0,,19480
6162.0,2.0,,19481
19169.0,2.0,,19481
6163.0,2.0,,19482
19170.0,2.0,,19482
6164.0,4.0,,19483
19171.0,4.0,,19483
6165.0,6.0,,19484
19172.0,6.0,,19484
6166.0,6.0,,19485
19173.0,6.0,,19485
6167.0,6.0,,19486
6168.0,6.0,,19486
6169.0,6.0,,19486
6170.0,6.0,,19486
6171.0,6.0,,19486
19174.0,6.0,,19486
6172.0,6.0,,19487
19175.0,6.0,,19487
6173.0,6.0,,19488
19176.0,6.0,,19488
6174.0,6.0,,19489
19177.0,6.0,,19489
6175.0,6.0,,19490
6176.0,6.0,,19490
6177.0,6.0,,19490
6178.0,6.0,,19490
6179.0,6.0,,19490
19178.0,6.0,,19490
6180.0,2.0,,19491
19179.0,2.0,,19491
6181.0,6.0,,19492
19180.0,6.0,,19492
6182.0,2.0,,19493
19181.0,2.0,,19493
6183.0,6.0,,19494
6184.0,6.0,,19494
6185.0,6.0,,19494
6186.0,6.0,,19494
6187.0,6.0,,19494
19182.0,6.0,,19494
6188.0,6.0,,19495
19183.0,6.0,,19495
6189.0,6.0,,19496
19184.0,6.0,,19496
6190.0,6.0,,19497
19185.0,6.0,,19497
6191.0,2.0,,19498
19186.0,2.0,,19498
6192.0,6.0,,19499
19187.0,6.0,,19499
6193.0,6.0,,19500
19188.0,6.0,,19500
6194.0,2.0,,19501
19189.0,2.0,,19501
6195.0,2.0,,19502
19190.0,2.0,,19502
6196.0,3.0,,19503
6197.0,3.0,,19503
6198.0,3.0,,19503
19191.0,3.0,,19503
6199.0,2.0,,19504
19192.0,2.0,,19504
6200.0,6.0,,19505
6201.0,6.0,,19505
19193.0,6.0,,19505
6202.0,2.0,,19506
19194.0,2.0,,19506
6203.0,6.0,,19507
19195.0,6.0,,19507
6204.0,4.0,,19511
19196.0,4.0,,19511
6205.0,4.0,,19512
19197.0,4.0,,19512
19198.0,4.0,,19512
6206.0,6.0,,19514
19199.0,6.0,,19514
6207.0,6.0,,19515
19200.0,6.0,,19515
6208.0,6.0,,19516
19201.0,6.0,,19516
6209.0,2.0,,19517
19202.0,2.0,,19517
6210.0,6.0,,19518
6211.0,6.0,,19518
19203.0,6.0,,19518
6212.0,6.0,,19519
19204.0,6.0,,19519
6213.0,2.0,,19520
19205.0,2.0,,19520
6214.0,6.0,,19521
19206.0,6.0,,19521
6215.0,6.0,,19522
19207.0,6.0,,19522
6216.0,6.0,,19529
19208.0,6.0,,19529
6217.0,2.0,,19530
6218.0,2.0,,19530
6219.0,2.0,,19530
6220.0,2.0,,19530
19209.0,2.0,,19530
19210.0,2.0,,19530
19211.0,2.0,,19530
6221.0,6.0,,19531
6222.0,6.0,,19531
19212.0,6.0,,19531
6223.0,2.0,,19532
19213.0,2.0,,19532
6224.0,6.0,,19533
19214.0,6.0,,19533
6225.0,2.0,,19534
21394.0,2.0,,19534
6226.0,2.0,,19535
19215.0,2.0,,19535
6227.0,6.0,,19536
19216.0,6.0,,19536
6228.0,2.0,,19537
19217.0,2.0,,19537
6229.0,6.0,,19538
19218.0,6.0,,19538
6230.0,2.0,,19539
19219.0,2.0,,19539
6231.0,6.0,,19540
19220.0,6.0,,19540
6232.0,6.0,,19541
19221.0,6.0,,19541
6233.0,6.0,,19542
19222.0,6.0,,19542
6234.0,2.0,,19543
21395.0,2.0,,19543
6235.0,6.0,,19544
21396.0,6.0,,19544
6236.0,6.0,,19545
21397.0,6.0,,19545
6237.0,6.0,,19546
19223.0,6.0,,19546
6238.0,2.0,,19547
19224.0,2.0,,19547
6239.0,4.0,,19548
21398.0,4.0,,19548
6240.0,6.0,,19549
19225.0,6.0,,19549
6241.0,6.0,,19550
19226.0,6.0,,19550
6242.0,6.0,,19551
6243.0,6.0,,19551
19227.0,6.0,,19551
6244.0,6.0,,19552
19228.0,6.0,,19552
6245.0,6.0,,19553
6246.0,6.0,,19553
19229.0,6.0,,19553
21399.0,6.0,,19553
6247.0,6.0,,19554
19230.0,6.0,,19554
6248.0,6.0,,19555
19231.0,6.0,,19555
6249.0,6.0,,19556
19232.0,6.0,,19556
6250.0,6.0,,19557
21400.0,6.0,,19557
6251.0,2.0,,19558
19233.0,2.0,,19558
6252.0,2.0,,19559
19234.0,2.0,,19559
6253.0,6.0,,19560
19235.0,6.0,,19560
19236.0,6.0,,19560
6254.0,6.0,,19561
19237.0,6.0,,19561
6255.0,1.0,,19562
19238.0,1.0,,19562
6256.0,6.0,,19563
19239.0,6.0,,19563
6257.0,6.0,,19564
19240.0,6.0,,19564
6258.0,6.0,,19565
19241.0,6.0,,19565
6259.0,6.0,,19566
19242.0,6.0,,19566
6260.0,6.0,,19567
19243.0,6.0,,19567
6261.0,6.0,,19568
19244.0,6.0,,19568
6262.0,6.0,,19569
19245.0,6.0,,19569
6263.0,2.0,,19570
21554.0,2.0,,19570
6264.0,6.0,,19571
19246.0,6.0,,19571
6265.0,2.0,,19572
21401.0,2.0,,19572
6266.0,6.0,,19573
19247.0,6.0,,19573
6267.0,2.0,,19596
19248.0,2.0,,19596
6268.0,6.0,,19597
19249.0,6.0,,19597
6269.0,2.0,,19598
19250.0,2.0,,19598
6270.0,6.0,,19599
19251.0,6.0,,19599
6271.0,2.0,,19600
19252.0,2.0,,19600
6272.0,6.0,,19604
19253.0,6.0,,19604
6273.0,6.0,,19605
19254.0,6.0,,19605
6274.0,2.0,,19606
19255.0,2.0,,19606
6275.0,6.0,,19607
6282.0,6.0,,19607
19256.0,6.0,,19607
6276.0,6.0,,19608
19257.0,6.0,,19608
6277.0,2.0,,19609
19258.0,2.0,,19609
6278.0,2.0,,19610
19259.0,2.0,,19610
6279.0,6.0,,19611
6280.0,6.0,,19611
7339.0,6.0,,19611
7340.0,6.0,,19611
19260.0,6.0,,19611
6314.0,1.0,,19612
7341.0,1.0,,19612
7342.0,1.0,,19612
7343.0,1.0,,19612
19261.0,1.0,,19612
6281.0,2.0,,19613
19262.0,2.0,,19613
6283.0,2.0,,19614
19263.0,2.0,,19614
6284.0,6.0,,19615
19264.0,6.0,,19615
6285.0,6.0,,19616
19265.0,6.0,,19616
6286.0,6.0,,19617
19266.0,6.0,,19617
6287.0,2.0,,19618
19267.0,2.0,,19618
6288.0,6.0,,19619
19268.0,6.0,,19619
6289.0,6.0,,19620
19269.0,6.0,,19620
6290.0,6.0,,19621
19270.0,6.0,,19621
6291.0,6.0,,19622
6292.0,6.0,,19622
6293.0,6.0,,19622
19271.0,6.0,,19622
6294.0,2.0,,19623
19272.0,2.0,,19623
6295.0,2.0,,19624
19273.0,2.0,,19624
6296.0,6.0,,19625
19274.0,6.0,,19625
6297.0,2.0,,19626
19275.0,2.0,,19626
6298.0,6.0,,19627
19276.0,6.0,,19627
6299.0,2.0,,19630
19277.0,2.0,,19630
6300.0,0.0,,19631
19278.0,0.0,,19631
6301.0,6.0,,19632
6302.0,6.0,,19632
6303.0,6.0,,19632
19279.0,6.0,,19632
6304.0,2.0,,19634
19280.0,2.0,,19634
6305.0,6.0,,19635
19281.0,6.0,,19635
6306.0,6.0,,19636
19282.0,6.0,,19636
6307.0,6.0,,19639
19283.0,6.0,,19639
6308.0,6.0,,19640
19284.0,6.0,,19640
6309.0,6.0,,19641
19285.0,6.0,,19641
6310.0,6.0,,19642
19286.0,6.0,,19642
6311.0,2.0,,19643
19287.0,2.0,,19643
6312.0,6.0,,19644
19288.0,6.0,,19644
6313.0,6.0,,19645
19289.0,6.0,,19645
6315.0,1.0,,19651
19290.0,1.0,,19651
6316.0,2.0,,19652
19291.0,2.0,,19652
9407.0,2.0,,19654
19292.0,2.0,,19654
6317.0,1.0,,19655
19293.0,1.0,,19655
6318.0,6.0,,19656
6319.0,6.0,,19656
19294.0,6.0,,19656
6320.0,6.0,,19657
19295.0,6.0,,19657
6321.0,6.0,,19658
19296.0,6.0,,19658
6322.0,2.0,,19662
19297.0,2.0,,19662
6323.0,2.0,,19663
19298.0,2.0,,19663
6324.0,6.0,,19664
19299.0,6.0,,19664
6325.0,6.0,,19665
19300.0,6.0,,19665
6326.0,6.0,,19666
19301.0,6.0,,19666
6327.0,2.0,,19667
6328.0,2.0,,19667
6329.0,2.0,,19667
19302.0,2.0,,19667
6330.0,6.0,,19668
19303.0,6.0,,19668
6331.0,2.0,,19669
19304.0,2.0,,19669
6332.0,2.0,,19670
19305.0,2.0,,19670
6333.0,6.0,,19672
19316.0,6.0,,19672
6334.0,2.0,,19673
19308.0,2.0,,19673
6335.0,2.0,,19674
19309.0,2.0,,19674
6336.0,2.0,,19675
19310.0,2.0,,19675
6337.0,6.0,,19677
19312.0,6.0,,19677
6338.0,2.0,,19678
6339.0,2.0,,19678
19313.0,2.0,,19678
6340.0,2.0,,19679
19314.0,2.0,,19679
6341.0,6.0,,19680
6342.0,6.0,,19680
19315.0,6.0,,19680
6343.0,6.0,,19681
6344.0,6.0,,19681
19317.0,6.0,,19681
6345.0,2.0,,19682
19318.0,2.0,,19682
6346.0,6.0,,19683
19319.0,6.0,,19683
6347.0,2.0,,19684
19320.0,2.0,,19684
6348.0,6.0,,19685
19321.0,6.0,,19685
6349.0,2.0,,19686
19322.0,2.0,,19686
6350.0,6.0,,19687
19323.0,6.0,,19687
6351.0,6.0,,19688
19324.0,6.0,,19688
6352.0,6.0,,19690
19325.0,6.0,,19690
6353.0,6.0,,19691
19326.0,6.0,,19691
6354.0,6.0,,19692
19327.0,6.0,,19692
6355.0,6.0,,19693
6356.0,6.0,,19693
6357.0,6.0,,19693
6358.0,6.0,,19693
6359.0,6.0,,19693
19328.0,6.0,,19693
6360.0,6.0,,19694
19329.0,6.0,,19694
6361.0,2.0,,19695
19330.0,2.0,,19695
6362.0,6.0,,19696
19331.0,6.0,,19696
6363.0,6.0,,19697
6364.0,6.0,,19697
6365.0,6.0,,19697
19332.0,6.0,,19697
6366.0,6.0,,19698
19333.0,6.0,,19698
6367.0,2.0,,19699
19334.0,2.0,,19699
6368.0,2.0,,19700
6369.0,2.0,,19700
6370.0,2.0,,19700
19335.0,2.0,,19700
6371.0,6.0,,19701
6372.0,6.0,,19701
6373.0,6.0,,19701
19336.0,6.0,,19701
6374.0,2.0,,19702
6375.0,2.0,,19702
19337.0,2.0,,19702
11391.0,2.0,,19703
19338.0,2.0,,19703
6376.0,2.0,,19704
6377.0,2.0,,19704
19339.0,2.0,,19704
6378.0,6.0,,19705
19340.0,6.0,,19705
6379.0,6.0,,19706
6380.0,6.0,,19706
6381.0,6.0,,19706
19341.0,6.0,,19706
6382.0,6.0,,19707
19342.0,6.0,,19707
6383.0,2.0,,19708
19343.0,2.0,,19708
6384.0,6.0,,19709
19344.0,6.0,,19709
6385.0,6.0,,19710
19345.0,6.0,,19710
6386.0,6.0,,19711
19346.0,6.0,,19711
6387.0,0.0,,19712
19347.0,0.0,,19712
6388.0,6.0,,19713
19348.0,6.0,,19713
6389.0,6.0,,19719
19349.0,6.0,,19719
6390.0,2.0,,19720
19350.0,2.0,,19720
6391.0,6.0,,19721
6392.0,6.0,,19721
19351.0,6.0,,19721
6393.0,2.0,,19722
19352.0,2.0,,19722
6394.0,6.0,,19723
19353.0,6.0,,19723
6395.0,2.0,,19724
19354.0,2.0,,19724
6396.0,6.0,,19725
19355.0,6.0,,19725
6397.0,2.0,,19726
19356.0,2.0,,19726
6398.0,6.0,,19727
19357.0,6.0,,19727
6399.0,2.0,,19728
19358.0,2.0,,19728
6400.0,6.0,,19729
6401.0,6.0,,19729
19359.0,6.0,,19729
6402.0,2.0,,19734
19360.0,2.0,,19734
6403.0,2.0,,19735
19361.0,2.0,,19735
6404.0,6.0,,19736
19362.0,6.0,,19736
6405.0,2.0,,19737
19363.0,2.0,,19737
6406.0,0.0,,19738
19364.0,0.0,,19738
6407.0,6.0,,19739
19365.0,6.0,,19739
6408.0,6.0,,19740
6409.0,6.0,,19740
19366.0,6.0,,19740
6410.0,6.0,,19741
19367.0,6.0,,19741
6411.0,6.0,,19742
19368.0,6.0,,19742
6412.0,6.0,,19743
6413.0,6.0,,19743
6414.0,6.0,,19743
19369.0,6.0,,19743
6415.0,6.0,,19744
19370.0,6.0,,19744
6416.0,6.0,,19745
19371.0,6.0,,19745
6417.0,2.0,,19749
6418.0,2.0,,19749
19372.0,2.0,,19749
6419.0,2.0,,19750
19373.0,2.0,,19750
6420.0,6.0,,19751
19374.0,6.0,,19751
6421.0,2.0,,19752
19375.0,2.0,,19752
6422.0,6.0,,19753
6423.0,6.0,,19753
19376.0,6.0,,19753
6424.0,4.0,,19754
19377.0,4.0,,19754
6425.0,2.0,,19756
6426.0,2.0,,19756
19378.0,2.0,,19756
6427.0,6.0,,19757
19379.0,6.0,,19757
6428.0,6.0,,19758
19380.0,6.0,,19758
6429.0,6.0,,19759
19381.0,6.0,,19759
6430.0,6.0,,19760
19382.0,6.0,,19760
6431.0,2.0,,19761
19383.0,2.0,,19761
6432.0,6.0,,19762
6433.0,6.0,,19762
19384.0,6.0,,19762
6434.0,6.0,,19763
19385.0,6.0,,19763
6435.0,6.0,,19765
7955.0,6.0,,19765
19386.0,6.0,,19765
6436.0,6.0,,19766
19387.0,6.0,,19766
6437.0,6.0,,19767
19388.0,6.0,,19767
6438.0,6.0,,19768
6439.0,6.0,,19768
19389.0,6.0,,19768
6440.0,6.0,,19769
19390.0,6.0,,19769
6441.0,2.0,,19770
19391.0,2.0,,19770
6442.0,6.0,,19772
19392.0,6.0,,19772
6443.0,6.0,,19773
6444.0,6.0,,19773
19393.0,6.0,,19773
6445.0,6.0,,19774
6446.0,6.0,,19774
6447.0,6.0,,19774
6448.0,6.0,,19774
19394.0,6.0,,19774
6449.0,6.0,,19775
19395.0,6.0,,19775
6450.0,6.0,,19776
6451.0,6.0,,19776
19396.0,6.0,,19776
6452.0,2.0,,19777
20766.0,2.0,,19777
6453.0,2.0,,19778
19397.0,2.0,,19778
6454.0,2.0,,19779
20767.0,2.0,,19779
6455.0,6.0,,19780
19398.0,6.0,,19780
6456.0,6.0,,19781
6457.0,6.0,,19781
19399.0,6.0,,19781
6458.0,2.0,,19782
19400.0,2.0,,19782
6459.0,6.0,,19783
6460.0,6.0,,19783
19401.0,6.0,,19783
6461.0,4.0,,19786
19402.0,4.0,,19786
6462.0,2.0,,19787
19403.0,2.0,,19787
6463.0,6.0,,19790
19404.0,6.0,,19790
6464.0,2.0,,19791
19405.0,2.0,,19791
6465.0,2.0,,19792
21286.0,2.0,,19792
6466.0,4.0,,19793
19406.0,4.0,,19793
6467.0,6.0,,19794
19407.0,6.0,,19794
6468.0,6.0,,19795
19408.0,6.0,,19795
6469.0,6.0,,19796
21402.0,6.0,,19796
6470.0,1.0,,19797
6471.0,1.0,,19797
21403.0,1.0,,19797
6472.0,6.0,,19798
21404.0,6.0,,19798
6473.0,6.0,,19799
21405.0,6.0,,19799
6474.0,6.0,,19800
21555.0,6.0,,19800
6475.0,6.0,,19801
19409.0,6.0,,19801
6476.0,6.0,,19802
19410.0,6.0,,19802
6477.0,0.0,,19803
19411.0,0.0,,19803
6478.0,6.0,,19804
19412.0,6.0,,19804
6479.0,3.0,,19805
19413.0,3.0,,19805
6480.0,6.0,,19806
19414.0,6.0,,19806
6481.0,2.0,,19807
19415.0,2.0,,19807
6482.0,6.0,,19808
21406.0,6.0,,19808
6483.0,6.0,,19809
21407.0,6.0,,19809
6484.0,2.0,,19810
21408.0,2.0,,19810
6485.0,4.0,,19811
6486.0,4.0,,19811
19416.0,4.0,,19811
6487.0,6.0,,19812
19417.0,6.0,,19812
6488.0,6.0,,19813
19418.0,6.0,,19813
6489.0,3.0,,19814
21409.0,3.0,,19814
6490.0,6.0,,19815
21410.0,6.0,,19815
6491.0,3.0,,19816
6492.0,3.0,,19816
21411.0,3.0,,19816
6493.0,6.0,,19817
21412.0,6.0,,19817
6494.0,6.0,,19818
6495.0,6.0,,19818
6496.0,6.0,,19818
19419.0,6.0,,19818
21413.0,6.0,,19818
21414.0,6.0,,19818
6497.0,2.0,,19819
19420.0,2.0,,19819
6498.0,3.0,,19820
19421.0,3.0,,19820
6499.0,2.0,,19821
19422.0,2.0,,19821
6500.0,6.0,,19822
21415.0,6.0,,19822
6501.0,4.0,,19823
19423.0,4.0,,19823
6502.0,6.0,,19824
21416.0,6.0,,19824
6503.0,4.0,,19825
21556.0,4.0,,19825
6504.0,2.0,,19826
21417.0,2.0,,19826
6505.0,6.0,,19827
6506.0,6.0,,19827
19424.0,6.0,,19827
21418.0,6.0,,19827
6507.0,6.0,,19828
21419.0,6.0,,19828
6508.0,0.0,,19829
19425.0,0.0,,19829
6509.0,2.0,,19830
21420.0,2.0,,19830
6510.0,2.0,,19831
19426.0,2.0,,19831
6511.0,4.0,,19832
19427.0,4.0,,19832
6512.0,2.0,,19859
19428.0,2.0,,19859
6513.0,2.0,,19860
19429.0,2.0,,19860
6514.0,6.0,,19861
6515.0,6.0,,19861
6516.0,6.0,,19861
6517.0,6.0,,19861
6518.0,6.0,,19861
21714.0,6.0,,19861
6519.0,2.0,,19862
6520.0,2.0,,19862
6521.0,2.0,,19862
6522.0,2.0,,19862
19430.0,2.0,,19862
6523.0,2.0,,19863
19431.0,2.0,,19863
8399.0,2.0,,19864
19432.0,2.0,,19864
21247.0,2.0,,19864
6524.0,0.0,,19865
19433.0,0.0,,19865
6525.0,6.0,,19866
6526.0,6.0,,19866
19434.0,6.0,,19866
6527.0,6.0,,19867
6528.0,6.0,,19867
19435.0,6.0,,19867
6529.0,6.0,,19868
19436.0,6.0,,19868
6530.0,6.0,,19869
19437.0,6.0,,19869
6531.0,6.0,,19870
19438.0,6.0,,19870
6532.0,6.0,,19871
19439.0,6.0,,19871
6533.0,6.0,,19872
19440.0,6.0,,19872
6534.0,4.0,,19873
19441.0,4.0,,19873
6535.0,6.0,,19874
19442.0,6.0,,19874
6536.0,2.0,,19875
19443.0,2.0,,19875
6537.0,2.0,,19876
19444.0,2.0,,19876
6538.0,6.0,,19877
19445.0,6.0,,19877
6539.0,6.0,,19878
19446.0,6.0,,19878
6540.0,6.0,,19879
19447.0,6.0,,19879
6541.0,6.0,,19880
6542.0,6.0,,19880
19448.0,6.0,,19880
6543.0,6.0,,19885
19449.0,6.0,,19885
6544.0,2.0,,19886
19450.0,2.0,,19886
6545.0,2.0,,19887
19451.0,2.0,,19887
6546.0,2.0,,19888
19452.0,2.0,,19888
6547.0,6.0,,19889
19453.0,6.0,,19889
6548.0,6.0,,19890
19454.0,6.0,,19890
6549.0,6.0,,19891
6550.0,6.0,,19891
19455.0,6.0,,19891
6551.0,6.0,,19892
19456.0,6.0,,19892
6552.0,6.0,,19893
19457.0,6.0,,19893
6553.0,2.0,,19900
19458.0,2.0,,19900
19459.0,2.0,,19900
6554.0,2.0,,19901
19460.0,2.0,,19901
6555.0,2.0,,19902
19461.0,2.0,,19902
6556.0,6.0,,19903
19462.0,6.0,,19903
6557.0,2.0,,19904
19463.0,2.0,,19904
6558.0,6.0,,19905
19464.0,6.0,,19905
6559.0,2.0,,19906
19465.0,2.0,,19906
6560.0,6.0,,19907
19466.0,6.0,,19907
6561.0,2.0,,19908
19467.0,2.0,,19908
6562.0,6.0,,19909
19468.0,6.0,,19909
6563.0,6.0,,19910
19469.0,6.0,,19910
6564.0,6.0,,19911
19470.0,6.0,,19911
6565.0,6.0,,19912
19471.0,6.0,,19912
6566.0,2.0,,19913
19472.0,2.0,,19913
6567.0,2.0,,19914
6568.0,2.0,,19914
19473.0,2.0,,19914
19474.0,2.0,,19914
6569.0,2.0,,19915
19475.0,2.0,,19915
6570.0,2.0,,19916
19476.0,2.0,,19916
6571.0,6.0,,19917
19477.0,6.0,,19917
6572.0,2.0,,19918
6573.0,2.0,,19918
19478.0,2.0,,19918
6574.0,6.0,,19919
19479.0,6.0,,19919
6575.0,6.0,,19920
19480.0,6.0,,19920
6576.0,6.0,,19921
19481.0,6.0,,19921
6577.0,6.0,,19922
19482.0,6.0,,19922
6578.0,6.0,,19923
19483.0,6.0,,19923
6579.0,2.0,,19924
19484.0,2.0,,19924
6580.0,2.0,,19929
6581.0,2.0,,19929
19485.0,2.0,,19929
6582.0,2.0,,19930
19486.0,2.0,,19930
6583.0,2.0,,19931
19487.0,2.0,,19931
6584.0,6.0,,19932
19488.0,6.0,,19932
6585.0,6.0,,19933
19489.0,6.0,,19933
6586.0,6.0,,19934
19490.0,6.0,,19934
6587.0,6.0,,19935
19491.0,6.0,,19935
6588.0,2.0,,19936
19492.0,2.0,,19936
6589.0,6.0,,19937
19493.0,6.0,,19937
6590.0,2.0,,19938
19494.0,2.0,,19938
6591.0,2.0,,19939
19495.0,2.0,,19939
6592.0,1.0,,19944
19496.0,1.0,,19944
6593.0,2.0,,19945
19497.0,2.0,,19945
6594.0,6.0,,19946
19498.0,6.0,,19946
6595.0,6.0,,19947
19499.0,6.0,,19947
6596.0,2.0,,19948
19500.0,2.0,,19948
6597.0,6.0,,19949
19501.0,6.0,,19949
6598.0,6.0,,19950
19502.0,6.0,,19950
6599.0,6.0,,19952
19503.0,6.0,,19952
6600.0,2.0,,19953
19504.0,2.0,,19953
6601.0,2.0,,19954
19505.0,2.0,,19954
6602.0,2.0,,19959
19506.0,2.0,,19959
6603.0,2.0,,19960
19507.0,2.0,,19960
6604.0,2.0,,19961
19508.0,2.0,,19961
6605.0,2.0,,19962
19509.0,2.0,,19962
6606.0,2.0,,19963
19510.0,2.0,,19963
6607.0,6.0,,19967
19511.0,6.0,,19967
6608.0,2.0,,19968
19512.0,2.0,,19968
6609.0,6.0,,19970
19513.0,6.0,,19970
8813.0,4.0,,19971
8814.0,4.0,,19971
19514.0,4.0,,19971
6610.0,2.0,,19973
19515.0,2.0,,19973
6611.0,0.0,,19974
19516.0,0.0,,19974
6612.0,2.0,,19975
19517.0,2.0,,19975
6613.0,2.0,,19976
21422.0,2.0,,19976
6614.0,6.0,,19977
19518.0,6.0,,19977
6615.0,2.0,,19978
21423.0,2.0,,19978
6616.0,6.0,,19979
21424.0,6.0,,19979
6617.0,6.0,,19980
19519.0,6.0,,19980
6618.0,6.0,,19981
21425.0,6.0,,19981
6619.0,6.0,,19982
21426.0,6.0,,19982
6620.0,6.0,,19983
19520.0,6.0,,19983
6621.0,6.0,,19984
19521.0,6.0,,19984
6622.0,6.0,,19985
19522.0,6.0,,19985
6623.0,0.0,,19986
6624.0,0.0,,19986
6625.0,0.0,,19986
6626.0,0.0,,19986
6627.0,0.0,,19986
19523.0,0.0,,19986
19524.0,0.0,,19986
19525.0,0.0,,19986
21427.0,0.0,,19986
21428.0,0.0,,19986
6628.0,0.0,,19987
6629.0,0.0,,19987
19526.0,0.0,,19987
21429.0,0.0,,19987
6630.0,6.0,,19988
19527.0,6.0,,19988
6631.0,6.0,,19989
19528.0,6.0,,19989
6632.0,6.0,,19990
19529.0,6.0,,19990
6633.0,6.0,,19991
19530.0,6.0,,19991
6634.0,6.0,,19992
19531.0,6.0,,19992
6635.0,6.0,,19993
21430.0,6.0,,19993
6636.0,6.0,,19994
19532.0,6.0,,19994
6637.0,6.0,,19995
19533.0,6.0,,19995
