fecha_hecho,tipo_persona_id,localidad
1419.0,16344.0,El Sauzalito
21.0,2992.0,General Pinedo
21.0,2993.0,General Pinedo
21.0,2994.0,General Pinedo
21.0,2995.0,General Pinedo
21.0,2996.0,General Pinedo
21.0,2997.0,General Pinedo
21.0,2998.0,General Pinedo
21.0,2999.0,General Pinedo
21.0,3000.0,General Pinedo
21.0,16345.0,General Pinedo
1034.0,3001.0,Miraflores
1034.0,3002.0,Miraflores
1034.0,16346.0,Miraflores
1034.0,3003.0,Resistencia
1034.0,16347.0,Resistencia
1538.0,3004.0,La Leonesa
1538.0,16348.0,La Leonesa
1269.0,3005.0,Presidencia Roque Sáenz Peña
1269.0,16349.0,Presidencia Roque Sáenz Peña
1718.0,3006.0,Villa El Palmar
1718.0,3007.0,Villa El Palmar
1718.0,16350.0,Villa El Palmar
980.0,3008.0,Barranqueras
980.0,16351.0,Barranqueras
920.0,3009.0,Las Garcitas
920.0,16352.0,Las Garcitas
1479.0,3010.0,Napenay
1479.0,16353.0,Napenay
747.0,13588.0,Juan José Castelli
747.0,16354.0,Juan José Castelli
150.0,3011.0,Villa Angela
150.0,16355.0,Villa Angela
1723.0,3012.0,Quitilipi
1723.0,3013.0,Quitilipi
1723.0,3014.0,Quitilipi
1723.0,16356.0,Quitilipi
1723.0,16357.0,Quitilipi
1384.0,3015.0,Resistencia
1384.0,16358.0,Resistencia
1663.0,3016.0,Puerto Vilelas
1663.0,3017.0,Puerto Vilelas
1663.0,16359.0,Puerto Vilelas
1603.0,3018.0,Resistencia
1603.0,16360.0,Resistencia
1219.0,3019.0,Machagai
1219.0,16361.0,Machagai
752.0,3020.0,Resistencia
752.0,3021.0,Resistencia
752.0,16362.0,Resistencia
752.0,16363.0,Resistencia
274.0,3022.0,Villa Berthet
274.0,16364.0,Villa Berthet
1284.0,3023.0,Resistencia
1284.0,3024.0,Resistencia
1284.0,3025.0,Resistencia
1284.0,3026.0,Resistencia
1284.0,3027.0,Resistencia
1284.0,16365.0,Resistencia
160.0,3028.0,Fontana
160.0,3029.0,Fontana
160.0,3030.0,Fontana
160.0,3031.0,Fontana
160.0,16366.0,Fontana
1454.0,3032.0,Villa Mercedes 
1454.0,16367.0,Villa Mercedes 
1191.0,3033.0,San Luis
1191.0,16368.0,San Luis
1166.0,3034.0,Tartagal
1166.0,16369.0,Tartagal
1394.0,3035.0,Aguas Blancas
1394.0,16370.0,Aguas Blancas
458.0,3036.0,Colonia Santa Rosa
458.0,3037.0,Colonia Santa Rosa
458.0,16371.0,Colonia Santa Rosa
518.0,3038.0,Cafayate
518.0,16372.0,Cafayate
1053.0,3039.0,La Ciénaga y Barrio San Rafael
1053.0,16373.0,La Ciénaga y Barrio San Rafael
399.0,3040.0,Salta
399.0,16374.0,Salta
1399.0,3041.0,Salta
1399.0,16375.0,Salta
989.0,3042.0,Concepción del Uruguay
989.0,16376.0,Concepción del Uruguay
812.0,3043.0,Paraná
812.0,16377.0,Paraná
1489.0,3044.0,Concordia
1489.0,16378.0,Concordia
1489.0,3045.0,Concordia
1489.0,16379.0,Concordia
1349.0,3046.0,La Verde
1349.0,3047.0,La Verde
1349.0,16380.0,La Verde
344.0,3048.0,Nueva Pompeya
344.0,3049.0,Nueva Pompeya
344.0,16381.0,Nueva Pompeya
1678.0,3050.0,Fontana
1678.0,3051.0,Fontana
1678.0,3052.0,Fontana
1678.0,16382.0,Fontana
1404.0,3053.0,Resistencia
1404.0,16383.0,Resistencia
1349.0,8623.0,Las Heras
1349.0,21125.0,Las Heras
1678.0,3054.0,Guaymallén
1678.0,16384.0,Guaymallén
404.0,3055.0,Mendoza
404.0,3056.0,Mendoza
404.0,3057.0,Mendoza
404.0,3058.0,Mendoza
404.0,3059.0,Mendoza
404.0,16385.0,Mendoza
940.0,3060.0,Maipú
940.0,16386.0,Maipú
940.0,16387.0,Maipú
940.0,16388.0,Maipú
999.0,3061.0,Godoy Cruz
999.0,16389.0,Godoy Cruz
999.0,3062.0,Godoy Cruz
999.0,16390.0,Godoy Cruz
110.0,3063.0,Las Heras
110.0,16391.0,Las Heras
1062.0,3064.0,Mendoza
1062.0,16392.0,Mendoza
110.0,3065.0,Alberdi
110.0,16393.0,Alberdi
230.0,3066.0,San Martín
230.0,16394.0,San Martín
230.0,3067.0,Clorinda
230.0,16397.0,Clorinda
1062.0,3068.0,Formosa
1062.0,16398.0,Formosa
1409.0,3069.0,Las Lomitas
1409.0,16399.0,Las Lomitas
404.0,3070.0,San Ramón de la Nueva Orán (Est. Orán)
404.0,3071.0,San Ramón de la Nueva Orán (Est. Orán)
404.0,3072.0,San Ramón de la Nueva Orán (Est. Orán)
404.0,3073.0,San Ramón de la Nueva Orán (Est. Orán)
404.0,16400.0,San Ramón de la Nueva Orán (Est. Orán)
1289.0,3074.0,Colonia Santa Rosa
1289.0,16401.0,Colonia Santa Rosa
1444.0,3075.0,San Ramón de la Nueva Orán (Est. Orán)
1444.0,16402.0,San Ramón de la Nueva Orán (Est. Orán)
1289.0,3076.0,Tartagal
1289.0,16403.0,Tartagal
1563.0,3077.0,Gobernador Roca
1563.0,16404.0,Gobernador Roca
712.0,3078.0,Godoy Cruz
712.0,16405.0,Godoy Cruz
1806.0,3079.0,Guaymallén
1806.0,16406.0,Guaymallén
1806.0,3080.0,Las Heras
1806.0,16407.0,Las Heras
115.0,3081.0,Las Heras
115.0,3082.0,Las Heras
115.0,3083.0,Las Heras
115.0,16408.0,Las Heras
115.0,16409.0,Las Heras
1538.0,3084.0,Santa María
1538.0,16410.0,Santa María
1121.0,3085.0,Centenario 
1121.0,16411.0,Centenario 
230.0,3086.0,El Soberbio
230.0,16412.0,El Soberbio
230.0,3087.0,Rivadavia
230.0,3088.0,Rivadavia
230.0,16413.0,Rivadavia
588.0,3089.0,Gobernador Roca
588.0,16414.0,Gobernador Roca
1121.0,3090.0,Neuquén
1121.0,16415.0,Neuquén
1673.0,3091.0,Victoria
1673.0,3092.0,Victoria
1673.0,3093.0,Victoria
1673.0,16416.0,Victoria
1673.0,16417.0,Victoria
1673.0,16418.0,Victoria
1673.0,16419.0,Victoria
1673.0,16420.0,Victoria
1673.0,16421.0,Victoria
1733.0,3094.0,San José de Feliciano
1733.0,16422.0,San José de Feliciano
1733.0,16423.0,San José de Feliciano
1171.0,3095.0,Concordia
1171.0,16424.0,Concordia
578.0,3096.0,Paraná
578.0,16425.0,Paraná
1791.0,3097.0,Paraná
1791.0,3098.0,Paraná
1791.0,16426.0,Paraná
160.0,3099.0,Ubajay
160.0,16427.0,Ubajay
1444.0,3100.0,Paraná
1444.0,16428.0,Paraná
1116.0,3101.0,Villa Clara
1116.0,16429.0,Villa Clara
1738.0,3102.0,Concepción del Uruguay
1738.0,3103.0,Concepción del Uruguay
1738.0,3104.0,Concepción del Uruguay
1738.0,16430.0,Concepción del Uruguay
1404.0,3105.0,Federal
1404.0,16431.0,Federal
1474.0,3106.0,Zanjitas
1474.0,16432.0,Zanjitas
866.0,3107.0,San Luis
866.0,16433.0,San Luis
1723.0,3108.0,Candelaria
1723.0,16434.0,Candelaria
588.0,3109.0,Santa Fe
588.0,16435.0,Santa Fe
1121.0,3110.0,Santa Fe
1121.0,16436.0,Santa Fe
1181.0,3111.0,Santa Fe
1181.0,16437.0,Santa Fe
1181.0,3112.0,Santa Fe
1181.0,16438.0,Santa Fe
1354.0,3113.0,Rosario
1354.0,16439.0,Rosario
1504.0,3114.0,Rosario
1504.0,16440.0,Rosario
1563.0,3115.0,Villa Gobernador Gálvez
1563.0,16441.0,Villa Gobernador Gálvez
1801.0,3116.0,Rosario
1801.0,16442.0,Rosario
170.0,3117.0,Rosario
170.0,16443.0,Rosario
230.0,3118.0,Rosario
230.0,16444.0,Rosario
349.0,3119.0,Rosario
349.0,16445.0,Rosario
468.0,3120.0,Rosario
468.0,16446.0,Rosario
468.0,3121.0,Rosario
468.0,16447.0,Rosario
528.0,3122.0,Rosario
528.0,16448.0,Rosario
885.0,3123.0,Rosario
885.0,16449.0,Rosario
945.0,3124.0,Rosario
945.0,16450.0,Rosario
945.0,3125.0,Villa Gobernador Gálvez
945.0,16451.0,Villa Gobernador Gálvez
1121.0,3126.0,Rosario
1121.0,16452.0,Rosario
528.0,3127.0,Rafaela
528.0,16453.0,Rafaela
1181.0,3128.0,Coronda
1181.0,16454.0,Coronda
890.0,3129.0,Mendoza
890.0,3130.0,Mendoza
890.0,16455.0,Mendoza
1106.0,3131.0,San Salvador de Jujuy (Est. Jujuy)
1106.0,16456.0,San Salvador de Jujuy (Est. Jujuy)
36.0,3132.0,Perico 
36.0,23463.0,Perico 
930.0,3133.0,Perico 
930.0,16457.0,Perico 
1106.0,3134.0,San Salvador de Jujuy (Est. Jujuy)
1106.0,16458.0,San Salvador de Jujuy (Est. Jujuy)
1489.0,3135.0,Palpalá (Est. Grl. Manuel N. Savio)
1489.0,16459.0,Palpalá (Est. Grl. Manuel N. Savio)
1553.0,3136.0,San Salvador de Jujuy (Est. Jujuy)
1553.0,16460.0,San Salvador de Jujuy (Est. Jujuy)
1053.0,3137.0,San Salvador de Jujuy (Est. Jujuy)
1053.0,16461.0,San Salvador de Jujuy (Est. Jujuy)
1053.0,3138.0,San Luis
1053.0,16462.0,San Luis
1116.0,3139.0,Villa Mercedes 
1116.0,16463.0,Villa Mercedes 
1354.0,3140.0,Comodoro Rivadavia 
1354.0,16464.0,Comodoro Rivadavia 
414.0,3141.0,San Martín
414.0,16465.0,San Martín
1004.0,3142.0,San Martín II
1004.0,16466.0,San Martín II
533.0,3143.0,Villa Kilómetro 213
533.0,16467.0,Villa Kilómetro 213
175.0,3144.0,Posadas (Municipio de Posadas)
175.0,16468.0,Posadas (Municipio de Posadas)
772.0,3145.0,Junín de los Andes 
772.0,16475.0,Junín de los Andes 
105.0,3146.0,Oberá
105.0,16476.0,Oberá
394.0,3147.0,Oberá
394.0,16477.0,Oberá
1.0,3148.0,Graneros
1.0,3149.0,Graneros
1.0,3150.0,Graneros
1.0,3151.0,Graneros
1.0,3152.0,Graneros
1.0,3153.0,Graneros
1.0,16478.0,Graneros
1454.0,3154.0,Villa Mariano Moreno - El Colmenar 
1454.0,16479.0,Villa Mariano Moreno - El Colmenar 
120.0,3155.0,San Andrés
120.0,3156.0,San Andrés
120.0,16480.0,San Andrés
299.0,3157.0,Villa  Padre Monti
299.0,16481.0,Villa  Padre Monti
299.0,25139.0,Villa  Padre Monti
1354.0,3158.0,Campamento Vespucio 
1354.0,16482.0,Campamento Vespucio 
1354.0,3159.0,Isla de Cañas
1354.0,16483.0,Isla de Cañas
528.0,3160.0,Aguas Blancas
528.0,16484.0,Aguas Blancas
647.0,3161.0,San Ramón de la Nueva Orán (Est. Orán)
647.0,16485.0,San Ramón de la Nueva Orán (Est. Orán)
826.0,3162.0,General Ballivián
826.0,16486.0,General Ballivián
1121.0,3163.0,Chicoana
1121.0,16487.0,Chicoana
473.0,3164.0,Santa Lucía
473.0,16488.0,Santa Lucía
955.0,3165.0,San Miguel de Tucumán (Est. Tucumán)
955.0,16489.0,San Miguel de Tucumán (Est. Tucumán)
1071.0,3166.0,San Miguel de Tucumán (Est. Tucumán)
1071.0,16490.0,San Miguel de Tucumán (Est. Tucumán)
1071.0,3167.0,San Miguel de Tucumán (Est. Tucumán)
1071.0,16491.0,San Miguel de Tucumán (Est. Tucumán)
1191.0,3168.0,San Miguel de Tucumán (Est. Tucumán)
1191.0,16492.0,San Miguel de Tucumán (Est. Tucumán)
1324.0,3169.0,San Miguel de Tucumán (Est. Tucumán)
1324.0,16493.0,San Miguel de Tucumán (Est. Tucumán)
1474.0,3170.0,San Miguel de Tucumán (Est. Tucumán)
1474.0,16494.0,San Miguel de Tucumán (Est. Tucumán)
1533.0,3171.0,Villa Mariano Moreno - El Colmenar 
1533.0,16495.0,Villa Mariano Moreno - El Colmenar 
1533.0,3172.0,San Miguel de Tucumán (Est. Tucumán)
1533.0,3173.0,San Miguel de Tucumán (Est. Tucumán)
1533.0,16496.0,San Miguel de Tucumán (Est. Tucumán)
1653.0,3174.0,San Miguel de Tucumán (Est. Tucumán)
1653.0,16497.0,San Miguel de Tucumán (Est. Tucumán)
140.0,3175.0,Barrio San José III
140.0,16498.0,Barrio San José III
259.0,3176.0,San Miguel de Tucumán (Est. Tucumán)
259.0,16499.0,San Miguel de Tucumán (Est. Tucumán)
259.0,3177.0,San Miguel de Tucumán (Est. Tucumán)
259.0,16500.0,San Miguel de Tucumán (Est. Tucumán)
259.0,16501.0,San Miguel de Tucumán (Est. Tucumán)
498.0,3178.0,Alderetes
498.0,3179.0,Alderetes
498.0,16502.0,Alderetes
558.0,3180.0,San Miguel de Tucumán (Est. Tucumán)
558.0,16503.0,San Miguel de Tucumán (Est. Tucumán)
1034.0,3181.0,Aguilares 
1034.0,16504.0,Aguilares 
1151.0,3182.0,San Miguel de Tucumán (Est. Tucumán)
1151.0,16505.0,San Miguel de Tucumán (Est. Tucumán)
1479.0,3183.0,San Miguel de Tucumán (Est. Tucumán)
1479.0,16506.0,San Miguel de Tucumán (Est. Tucumán)
1479.0,3184.0,San Miguel de Tucumán (Est. Tucumán)
1479.0,16507.0,San Miguel de Tucumán (Est. Tucumán)
1598.0,3185.0,Estación Aráoz
1598.0,3186.0,Estación Aráoz
1598.0,16508.0,Estación Aráoz
1658.0,3187.0,San Miguel de Tucumán (Est. Tucumán)
1658.0,16509.0,San Miguel de Tucumán (Est. Tucumán)
1718.0,3188.0,San Miguel de Tucumán (Est. Tucumán)
1718.0,3189.0,San Miguel de Tucumán (Est. Tucumán)
1718.0,16510.0,San Miguel de Tucumán (Est. Tucumán)
1718.0,3190.0,San Miguel de Tucumán (Est. Tucumán)
1718.0,16511.0,San Miguel de Tucumán (Est. Tucumán)
1776.0,3191.0,Villa Mariano Moreno - El Colmenar 
1776.0,16512.0,Villa Mariano Moreno - El Colmenar 
1776.0,3192.0,San Miguel de Tucumán (Est. Tucumán)
1776.0,16513.0,San Miguel de Tucumán (Est. Tucumán)
324.0,3193.0,Santa Lucía 
324.0,3194.0,Santa Lucía 
324.0,3195.0,Santa Lucía 
324.0,3196.0,Santa Lucía 
324.0,16514.0,Santa Lucía 
503.0,3197.0,San Miguel de Tucumán (Est. Tucumán)
503.0,3198.0,San Miguel de Tucumán (Est. Tucumán)
503.0,16515.0,San Miguel de Tucumán (Est. Tucumán)
503.0,3199.0,El Chañar
503.0,16516.0,El Chañar
563.0,3200.0,Banda del Río Salí
563.0,16517.0,Banda del Río Salí
563.0,3201.0,Concepción
563.0,3202.0,Concepción
563.0,16518.0,Concepción
1384.0,3203.0,San Miguel de Tucumán (Est. Tucumán)
1384.0,16519.0,San Miguel de Tucumán (Est. Tucumán)
1384.0,3204.0,San Miguel de Tucumán (Est. Tucumán)
1384.0,16520.0,San Miguel de Tucumán (Est. Tucumán)
1334.0,3205.0,San Miguel de Tucumán (Est. Tucumán)
1334.0,16521.0,San Miguel de Tucumán (Est. Tucumán)
1603.0,3206.0,San Miguel de Tucumán (Est. Tucumán)
1603.0,16522.0,San Miguel de Tucumán (Est. Tucumán)
1663.0,3207.0,San Miguel de Tucumán (Est. Tucumán)
1663.0,16523.0,San Miguel de Tucumán (Est. Tucumán)
1723.0,3208.0,San Miguel de Tucumán (Est. Tucumán)
1723.0,16524.0,San Miguel de Tucumán (Est. Tucumán)
269.0,3209.0,San Miguel de Tucumán (Est. Tucumán)
269.0,3210.0,San Miguel de Tucumán (Est. Tucumán)
269.0,16525.0,San Miguel de Tucumán (Est. Tucumán)
1748.0,3211.0,Santa Fe
1748.0,16526.0,Santa Fe
115.0,3212.0,Santa Fe
115.0,16527.0,Santa Fe
294.0,3213.0,Santa Fe
294.0,16528.0,Santa Fe
414.0,3214.0,Santa Fe
414.0,16529.0,Santa Fe
414.0,3215.0,Santa Fe
414.0,3216.0,Santa Fe
414.0,16530.0,Santa Fe
890.0,3217.0,Santa Fe
890.0,16531.0,Santa Fe
1186.0,3218.0,Rafaela
1186.0,16532.0,Rafaela
56.0,3219.0,Rosario
56.0,3220.0,Rosario
56.0,16533.0,Rosario
56.0,16534.0,Rosario
1359.0,3221.0,Rosario
1359.0,16535.0,Rosario
1628.0,3222.0,Villa Gobernador Gálvez
1628.0,16536.0,Villa Gobernador Gálvez
1748.0,3223.0,Rosario
1748.0,16537.0,Rosario
1806.0,3224.0,Rosario
1806.0,16538.0,Rosario
235.0,3225.0,Rosario
235.0,16539.0,Rosario
533.0,3226.0,Villa Gobernador Gálvez
533.0,16540.0,Villa Gobernador Gálvez
652.0,3227.0,Rosario
652.0,16541.0,Rosario
1009.0,3228.0,Rosario
1009.0,3229.0,Rosario
1009.0,16542.0,Rosario
1009.0,16543.0,Rosario
1126.0,3230.0,Rosario
1126.0,16544.0,Rosario
1126.0,3231.0,Rosario
1126.0,16545.0,Rosario
1126.0,3232.0,Rosario
1126.0,3233.0,Rosario
1126.0,16546.0,Rosario
1414.0,3234.0,Rosario
1414.0,16547.0,Rosario
568.0,3235.0,San Miguel de Tucumán (Est. Tucumán)
568.0,16548.0,San Miguel de Tucumán (Est. Tucumán)
1043.0,3236.0,San Miguel de Tucumán (Est. Tucumán)
1043.0,16549.0,San Miguel de Tucumán (Est. Tucumán)
36.0,3237.0,La Cocha
36.0,16550.0,La Cocha
36.0,16551.0,La Cocha
1548.0,3238.0,San Miguel de Tucumán (Est. Tucumán)
1548.0,16552.0,San Miguel de Tucumán (Est. Tucumán)
215.0,3239.0,San Miguel de Tucumán (Est. Tucumán)
215.0,16553.0,San Miguel de Tucumán (Est. Tucumán)
752.0,3240.0,Aguilares 
752.0,3241.0,Aguilares 
752.0,16554.0,Aguilares 
871.0,3242.0,Villa Mariano Moreno - El Colmenar 
871.0,3243.0,Villa Mariano Moreno - El Colmenar 
871.0,16555.0,Villa Mariano Moreno - El Colmenar 
1494.0,3244.0,San Miguel de Tucumán (Est. Tucumán)
1494.0,16556.0,San Miguel de Tucumán (Est. Tucumán)
399.0,3245.0,Juan Bautista Alberdi
399.0,16557.0,Juan Bautista Alberdi
757.0,3246.0,San Miguel de Tucumán (Est. Tucumán)
757.0,16558.0,San Miguel de Tucumán (Est. Tucumán)
1053.0,3247.0,Lules
1053.0,16559.0,Lules
1399.0,3248.0,San Miguel de Tucumán (Est. Tucumán)
1399.0,3249.0,San Miguel de Tucumán (Est. Tucumán)
1399.0,16560.0,San Miguel de Tucumán (Est. Tucumán)
46.0,3250.0,Alderetes
46.0,16561.0,Alderetes
344.0,3251.0,San Miguel de Tucumán (Est. Tucumán)
344.0,3252.0,San Miguel de Tucumán (Est. Tucumán)
344.0,16562.0,San Miguel de Tucumán (Est. Tucumán)
404.0,3253.0,Banda del Río Salí
404.0,16563.0,Banda del Río Salí
404.0,3254.0,San Miguel de Tucumán (Est. Tucumán)
404.0,16564.0,San Miguel de Tucumán (Est. Tucumán)
404.0,3255.0,San Miguel de Tucumán (Est. Tucumán)
404.0,16565.0,San Miguel de Tucumán (Est. Tucumán)
404.0,3256.0,El Manantial
404.0,16566.0,El Manantial
821.0,3257.0,Banda del Río Salí
821.0,16567.0,Banda del Río Salí
1404.0,3258.0,Ingenio San Pablo
1404.0,3259.0,Ingenio San Pablo
1404.0,3260.0,Ingenio San Pablo
1404.0,3261.0,Ingenio San Pablo
1404.0,3262.0,Ingenio San Pablo
1404.0,3263.0,Ingenio San Pablo
1404.0,3264.0,Ingenio San Pablo
1404.0,16568.0,Ingenio San Pablo
707.0,3265.0,Alderetes
707.0,16569.0,Alderetes
1354.0,3266.0,San Miguel de Tucumán (Est. Tucumán)
1354.0,16570.0,San Miguel de Tucumán (Est. Tucumán)
1354.0,16571.0,San Miguel de Tucumán (Est. Tucumán)
110.0,3267.0,San Miguel de Tucumán (Est. Tucumán)
110.0,16572.0,San Miguel de Tucumán (Est. Tucumán)
349.0,3268.0,San Miguel de Tucumán (Est. Tucumán)
349.0,16573.0,San Miguel de Tucumán (Est. Tucumán)
647.0,3269.0,San Miguel de Tucumán (Est. Tucumán)
647.0,3270.0,San Miguel de Tucumán (Est. Tucumán)
647.0,16574.0,San Miguel de Tucumán (Est. Tucumán)
647.0,16575.0,San Miguel de Tucumán (Est. Tucumán)
647.0,3271.0,San Miguel de Tucumán (Est. Tucumán)
647.0,16576.0,San Miguel de Tucumán (Est. Tucumán)
945.0,3272.0,Concepción
945.0,16577.0,Concepción
1062.0,3273.0,San Miguel de Tucumán (Est. Tucumán)
1062.0,16578.0,San Miguel de Tucumán (Est. Tucumán)
1294.0,3274.0,Banda del Río Salí
1294.0,16579.0,Banda del Río Salí
767.0,3275.0,Quines
767.0,16580.0,Quines
230.0,3276.0,San Luis
230.0,23451.0,San Luis
1449.0,3277.0,Paraná
1449.0,16581.0,Paraná
1294.0,3278.0,Paraná
1294.0,3279.0,Paraná
1294.0,16582.0,Paraná
588.0,3280.0,Villa Mantero
588.0,3281.0,Villa Mantero
588.0,16583.0,Villa Mantero
1683.0,3282.0,Gualeguaychú
1683.0,16584.0,Gualeguaychú
1806.0,3283.0,Comodoro Rivadavia 
1806.0,16585.0,Comodoro Rivadavia 
473.0,3284.0,Comodoro Rivadavia 
473.0,16586.0,Comodoro Rivadavia 
354.0,3285.0,Comodoro Rivadavia 
354.0,16587.0,Comodoro Rivadavia 
1628.0,3286.0,Puerto Madryn
1628.0,23454.0,Puerto Madryn
56.0,3287.0,Trelew
56.0,16588.0,Trelew
1359.0,3288.0,Trelew
1359.0,3289.0,Trelew
1359.0,3290.0,Trelew
1359.0,16589.0,Trelew
414.0,3291.0,Trelew
414.0,16590.0,Trelew
662.0,3292.0,La Paz 
662.0,16591.0,La Paz 
244.0,3293.0,Godoy Cruz
244.0,16592.0,Godoy Cruz
603.0,3294.0,Guaymallén
603.0,16593.0,Guaymallén
1196.0,3295.0,San Martín
1196.0,16594.0,San Martín
1289.0,3296.0,La Paz
1289.0,3297.0,La Paz
1289.0,16595.0,La Paz
1121.0,3298.0,Tartagal
1121.0,16596.0,Tartagal
712.0,3299.0,Salta
712.0,16597.0,Salta
831.0,3300.0,Salta
831.0,16598.0,Salta
1354.0,3301.0,Tinogasta
1354.0,16599.0,Tinogasta
1136.0,3302.0,Oberá
1136.0,16600.0,Oberá
1518.0,3303.0,Ingeniero Guillermo N. Juárez
1518.0,16601.0,Ingeniero Guillermo N. Juárez
1756.0,3304.0,Formosa
1756.0,16602.0,Formosa
483.0,3305.0,San Francisco de Laishi 
483.0,16603.0,San Francisco de Laishi 
722.0,3306.0,Formosa
722.0,16604.0,Formosa
1578.0,3307.0,Cutral Có
1578.0,16605.0,Cutral Có
1369.0,3308.0,Zapala 
1369.0,3309.0,Zapala 
1369.0,3310.0,Zapala 
1369.0,3311.0,Zapala 
1369.0,3312.0,Zapala 
1369.0,16606.0,Zapala 
1299.0,3313.0,Eldorado
1299.0,16607.0,Eldorado
1806.0,3314.0,Concordia
1806.0,16608.0,Concordia
1806.0,16609.0,Concordia
890.0,3315.0,Federal
890.0,16610.0,Federal
235.0,3316.0,Paraná
235.0,16611.0,Paraná
1066.0,3317.0,Paraná
1066.0,16612.0,Paraná
1066.0,3318.0,Paraná
1066.0,16613.0,Paraná
652.0,3319.0,Concordia
652.0,16614.0,Concordia
890.0,3320.0,Concordia
890.0,3321.0,Concordia
890.0,16615.0,Concordia
1523.0,3322.0,Bowen 
1523.0,16616.0,Bowen 
309.0,3323.0,Las Heras
309.0,16617.0,Las Heras
1464.0,3324.0,Tunuyán 
1464.0,16618.0,Tunuyán 
429.0,3325.0,Mendoza
429.0,3326.0,Mendoza
429.0,3327.0,Mendoza
429.0,16619.0,Mendoza
787.0,3328.0,Godoy Cruz
787.0,3329.0,Godoy Cruz
787.0,16620.0,Godoy Cruz
6.0,3330.0,Santa Fe
6.0,16621.0,Santa Fe
1578.0,3331.0,Santa Fe
1578.0,16622.0,Santa Fe
125.0,3332.0,Santa Fe
125.0,16623.0,Santa Fe
424.0,3333.0,Santa Fe
424.0,16624.0,Santa Fe
1196.0,3334.0,Santa Fe
1196.0,16625.0,Santa Fe
900.0,3335.0,Santa Fe
900.0,16626.0,Santa Fe
900.0,3336.0,Santo Tomé
900.0,16627.0,Santo Tomé
1196.0,3337.0,Santa Fe
1196.0,16628.0,Santa Fe
1196.0,3338.0,Santa Fe
1196.0,16629.0,Santa Fe
841.0,3339.0,Cululú
841.0,16630.0,Cululú
1424.0,3340.0,Fray Luis Beltrán
1424.0,16631.0,Fray Luis Beltrán
662.0,3341.0,Villa Gobernador Gálvez
662.0,16632.0,Villa Gobernador Gálvez
1459.0,3342.0,Rosario
1459.0,16633.0,Rosario
1518.0,3343.0,Rosario
1518.0,16634.0,Rosario
1698.0,3344.0,Villa Gobernador Gálvez
1698.0,16635.0,Villa Gobernador Gálvez
1698.0,3345.0,Villa Gobernador Gálvez
1698.0,3346.0,Villa Gobernador Gálvez
1698.0,16636.0,Villa Gobernador Gálvez
65.0,3347.0,Rosario
65.0,16637.0,Rosario
364.0,3348.0,Rosario
364.0,16638.0,Rosario
364.0,16639.0,Rosario
483.0,3349.0,Rosario
483.0,16640.0,Rosario
543.0,3350.0,Rosario
543.0,16641.0,Rosario
722.0,3351.0,Rosario
722.0,16642.0,Rosario
722.0,3352.0,Rosario
722.0,16643.0,Rosario
841.0,3353.0,Rosario
841.0,16644.0,Rosario
841.0,16645.0,Rosario
1136.0,3354.0,Villa Gobernador Gálvez
1136.0,16646.0,Villa Gobernador Gálvez
1136.0,16647.0,Villa Gobernador Gálvez
304.0,3355.0,San Justo
304.0,16648.0,San Justo
1186.0,3356.0,Embarcación
1186.0,16649.0,Embarcación
1019.0,3357.0,San Ramón de la Nueva Orán (Est. Orán)
1019.0,16650.0,San Ramón de la Nueva Orán (Est. Orán)
841.0,3358.0,General Güemes (Est. Güemes)
841.0,16651.0,General Güemes (Est. Güemes)
1196.0,3359.0,Salta
1196.0,16652.0,Salta
905.0,3360.0,Santa Rosa 
905.0,16653.0,Santa Rosa 
1643.0,3361.0,Guaymallén
1643.0,16654.0,Guaymallén
429.0,3362.0,Caleta Olivia
429.0,16655.0,Caleta Olivia
647.0,3363.0,Santa María
647.0,16656.0,Santa María
1081.0,3364.0,Aristóbulo del Valle
1081.0,16657.0,Aristóbulo del Valle
1136.0,3365.0,Trelew
1136.0,16658.0,Trelew
304.0,3366.0,Puerto Madryn
304.0,16659.0,Puerto Madryn
1024.0,3367.0,Panambí
1024.0,16660.0,Panambí
1653.0,3368.0,Viedma
1653.0,16661.0,Viedma
737.0,3369.0,San Carlos de Bariloche 
737.0,16662.0,San Carlos de Bariloche 
687.0,3370.0,Villa Regina 
687.0,16663.0,Villa Regina 
1781.0,3371.0,San Javier
1781.0,16664.0,San Javier
329.0,3372.0,Viedma
329.0,16665.0,Viedma
1484.0,3373.0,Viedma
1484.0,16666.0,Viedma
1484.0,16667.0,Viedma
1279.0,3374.0,Cipolletti
1279.0,16668.0,Cipolletti
1553.0,3375.0,General Roca 
1553.0,16669.0,General Roca 
339.0,3376.0,San Carlos de Bariloche 
339.0,16670.0,San Carlos de Bariloche 
578.0,3377.0,San Carlos de Bariloche 
578.0,16671.0,San Carlos de Bariloche 
816.0,3378.0,General Roca 
816.0,16672.0,General Roca 
762.0,3379.0,San Carlos de Bariloche 
762.0,16673.0,San Carlos de Bariloche 
51.0,3380.0,Cipolletti
51.0,16674.0,Cipolletti
1004.0,3381.0,San Carlos de Bariloche 
1004.0,16675.0,San Carlos de Bariloche 
115.0,3382.0,San Carlos de Bariloche 
115.0,16676.0,San Carlos de Bariloche 
130.0,3383.0,Formosa
130.0,16677.0,Formosa
190.0,3384.0,Gran Guardia
190.0,16678.0,Gran Guardia
787.0,3385.0,Formosa
787.0,16679.0,Formosa
