tipo_persona_id,tipo_lugar,sexo_victima,Id_hecho
5261.0,Vía pública,,
18418.0,Vía pública,,
5262.0,Vía pública,,
18419.0,Vía pública,,
5263.0,Vía pública,,
18420.0,Vía pública,,
5264.0,Vía pública,,
18421.0,Vía pública,,
5265.0,Vía pública,,
5266.0,Vía pública,,
18422.0,Vía pública,,
5267.0,Vía pública,,
18423.0,Vía pública,,
5268.0,Vía pública,,
5269.0,Vía pública,,
5270.0,Vía pública,,
18424.0,Vía pública,,
5271.0,Vía pública,,
18425.0,Vía pública,,
5272.0,Vía pública,,
18426.0,Vía pública,,
5273.0,Domicilio particular,,
18427.0,Domicilio particular,,
13619.0,Vía pública,,
18428.0,Vía pública,,
5274.0,Vía pública,,
18429.0,Vía pública,,
5275.0,Vía pública,,
18430.0,Vía pública,,
5276.0,Domicilio particular,,
18431.0,Domicilio particular,,
5277.0,Vía pública,,
18432.0,Vía pública,,
5278.0,Vía pública,,
18433.0,Vía pública,,
5279.0,Vía pública,,
18434.0,Vía pública,,
5280.0,Domicilio particular,,
18435.0,Domicilio particular,,
5281.0,Vía pública,,
18436.0,Vía pública,,
5282.0,Vía pública,,
18437.0,Vía pública,,
5283.0,Vía pública,,
18438.0,Vía pública,,
5284.0,Vía pública,,
18439.0,Vía pública,,
5285.0,Vía pública,,
18440.0,Vía pública,,
5286.0,Vía pública,,
18441.0,Vía pública,,
5287.0,Domicilio particular,,
18442.0,Domicilio particular,,
5288.0,Vía pública,,
18443.0,Vía pública,,
5289.0,Vía pública,,
18444.0,Vía pública,,
5290.0,Vía pública,,
18445.0,Vía pública,,
5291.0,Vía pública,,
18446.0,Vía pública,,
5292.0,Domicilio particular,,
18447.0,Domicilio particular,,
5293.0,Domicilio particular,,
18448.0,Domicilio particular,,
5294.0,Vía pública,,
18449.0,Vía pública,,
5295.0,Vía pública,,
18450.0,Vía pública,,
5296.0,Otro lugar,,
18451.0,Otro lugar,,
5297.0,Vía pública,,
18452.0,Vía pública,,
5298.0,Vía pública,,
18453.0,Vía pública,,
5299.0,Vía pública,,
5300.0,Vía pública,,
18454.0,Vía pública,,
5301.0,Domicilio particular,,
18455.0,Domicilio particular,,
5302.0,Vía pública,,
18456.0,Vía pública,,
5303.0,Vía pública,,
18457.0,Vía pública,,
5304.0,Vía pública,,
18458.0,Vía pública,,
5305.0,Vía pública,,
5306.0,Vía pública,,
18459.0,Vía pública,,
5307.0,Vía pública,,
18460.0,Vía pública,,
5308.0,Vía pública,,
18461.0,Vía pública,,
5309.0,Domicilio particular,,
18462.0,Domicilio particular,,
5310.0,Domicilio particular,,
18463.0,Domicilio particular,,
5311.0,Domicilio particular,,
18464.0,Domicilio particular,,
5312.0,Comercio,,
18465.0,Comercio,,
5313.0,Vía pública,,
18466.0,Vía pública,,
5314.0,Vía pública,,
18467.0,Vía pública,,
5315.0,Vía pública,,
18468.0,Vía pública,,
5316.0,Domicilio particular,,
5317.0,Domicilio particular,,
5318.0,Domicilio particular,,
18469.0,Domicilio particular,,
5319.0,Vía pública,,
18470.0,Vía pública,,
5320.0,Domicilio particular,,
5321.0,Domicilio particular,,
18471.0,Domicilio particular,,
5322.0,Vía pública,,
5323.0,Vía pública,,
5324.0,Vía pública,,
18472.0,Vía pública,,
5325.0,Vía pública,,
18473.0,Vía pública,,
5326.0,Otro lugar,,
18474.0,Otro lugar,,
5327.0,Domicilio particular,,
18475.0,Domicilio particular,,
5328.0,Vía pública,,
18476.0,Vía pública,,
5329.0,Domicilio particular,,
5330.0,Domicilio particular,,
18477.0,Domicilio particular,,
5331.0,Vía pública,,
5332.0,Vía pública,,
18478.0,Vía pública,,
5333.0,Vía pública,,
18479.0,Vía pública,,
5334.0,Vía pública,,
18481.0,Vía pública,,
5335.0,Vía pública,,
18480.0,Vía pública,,
5336.0,Vía pública,,
18482.0,Vía pública,,
5337.0,Vía pública,,
18483.0,Vía pública,,
18484.0,Vía pública,,
5347.0,Comercio,,
18485.0,Comercio,,
5338.0,Domicilio particular,,
18486.0,Domicilio particular,,
5339.0,Domicilio particular,,
18487.0,Domicilio particular,,
5340.0,Vía pública,,
18488.0,Vía pública,,
5341.0,Carcel o comisaría,,
18489.0,Carcel o comisaría,,
5342.0,Domicilio particular,,
5343.0,Domicilio particular,,
18490.0,Domicilio particular,,
18491.0,Domicilio particular,,
18492.0,Domicilio particular,,
5344.0,Vía pública,,
18493.0,Vía pública,,
5345.0,Domicilio particular,,
18494.0,Domicilio particular,,
5346.0,Domicilio particular,,
18495.0,Domicilio particular,,
5348.0,Domicilio particular,,
18497.0,Domicilio particular,,
5349.0,Otro lugar,,
18498.0,Otro lugar,,
5350.0,Domicilio particular,,
18499.0,Domicilio particular,,
5351.0,Vía pública,,
18500.0,Vía pública,,
5352.0,Domicilio particular,,
18501.0,Domicilio particular,,
5353.0,Domicilio particular,,
18502.0,Domicilio particular,,
18503.0,Domicilio particular,,
18504.0,Domicilio particular,,
5354.0,Vía pública,,
18505.0,Vía pública,,
5355.0,Domicilio particular,,
18506.0,Domicilio particular,,
5356.0,Vía pública,,
18507.0,Vía pública,,
5357.0,Vía pública,,
5358.0,Vía pública,,
18508.0,Vía pública,,
5359.0,Vía pública,,
18509.0,Vía pública,,
5360.0,Vía pública,,
18510.0,Vía pública,,
5361.0,Vía pública,,
18511.0,Vía pública,,
5362.0,Vía pública,,
18512.0,Vía pública,,
5363.0,Vía pública,,
18513.0,Vía pública,,
5364.0,Vía pública,,
18514.0,Vía pública,,
5365.0,Vía pública,,
18515.0,Vía pública,,
5366.0,Domicilio particular,,
18516.0,Domicilio particular,,
5367.0,Vía pública,,
18517.0,Vía pública,,
5368.0,Vía pública,,
18518.0,Vía pública,,
5369.0,Vía pública,,
18519.0,Vía pública,,
5370.0,Vía pública,,
18520.0,Vía pública,,
5371.0,Domicilio particular,,
18521.0,Domicilio particular,,
5372.0,Domicilio particular,,
18522.0,Domicilio particular,,
5373.0,Domicilio particular,,
18523.0,Domicilio particular,,
5374.0,Domicilio particular,,
5375.0,Domicilio particular,,
18524.0,Domicilio particular,,
5376.0,Domicilio particular,,
5377.0,Domicilio particular,,
18525.0,Domicilio particular,,
5378.0,Vía pública,,
18526.0,Vía pública,,
5379.0,Domicilio particular,,
18527.0,Domicilio particular,,
5380.0,Domicilio particular,,
18528.0,Domicilio particular,,
5381.0,Domicilio particular,,
18529.0,Domicilio particular,,
5382.0,Vía pública,,
18530.0,Vía pública,,
5383.0,Domicilio particular,,
18531.0,Domicilio particular,,
5384.0,Vía pública,,
18532.0,Vía pública,,
5385.0,Vía pública,,
18533.0,Vía pública,,
5386.0,Domicilio particular,,
18534.0,Domicilio particular,,
5387.0,Domicilio particular,,
18535.0,Domicilio particular,,
5388.0,Domicilio particular,,
19307.0,Domicilio particular,,
5389.0,Vía pública,,
5390.0,Vía pública,,
5391.0,Vía pública,,
18536.0,Vía pública,,
5392.0,Domicilio particular,,
18537.0,Domicilio particular,,
18538.0,Domicilio particular,,
5393.0,Vía pública,,
18539.0,Vía pública,,
5394.0,Vía pública,,
5395.0,Vía pública,,
18541.0,Vía pública,,
5396.0,Domicilio particular,,
18542.0,Domicilio particular,,
5397.0,Vía pública,,
18543.0,Vía pública,,
5398.0,Domicilio particular,,
18544.0,Domicilio particular,,
5399.0,Vía pública,,
18545.0,Vía pública,,
5400.0,Vía pública,,
18546.0,Vía pública,,
5401.0,Domicilio particular,,
18547.0,Domicilio particular,,
5402.0,Vía pública,,
18548.0,Vía pública,,
5403.0,Vía pública,,
18549.0,Vía pública,,
5404.0,Vía pública,,
18550.0,Vía pública,,
5405.0,Domicilio particular,,
18551.0,Domicilio particular,,
5406.0,Domicilio particular,,
18552.0,Domicilio particular,,
5407.0,Vía pública,,
18553.0,Vía pública,,
5408.0,Vía pública,,
18554.0,Vía pública,,
5409.0,Vía pública,,
18555.0,Vía pública,,
5410.0,Vía pública,,
18556.0,Vía pública,,
5411.0,Interior de rodados,,
18557.0,Interior de rodados,,
5412.0,Vía pública,,
18558.0,Vía pública,,
5413.0,Domicilio particular,,
18559.0,Domicilio particular,,
5414.0,Vía pública,,
18560.0,Vía pública,,
5415.0,Vía pública,,
18561.0,Vía pública,,
5416.0,Vía pública,,
18562.0,Vía pública,,
5417.0,Comercio,,
18563.0,Comercio,,
5418.0,Vía pública,,
18564.0,Vía pública,,
5419.0,Vía pública,,
18565.0,Vía pública,,
5420.0,Vía pública,,
18566.0,Vía pública,,
5421.0,Vía pública,,
5422.0,Vía pública,,
18567.0,Vía pública,,
5423.0,Vía pública,,
18568.0,Vía pública,,
5424.0,Vía pública,,
18569.0,Vía pública,,
5425.0,Vía pública,,
18570.0,Vía pública,,
5426.0,Vía pública,,
5427.0,Vía pública,,
18571.0,Vía pública,,
5428.0,Domicilio particular,,
18572.0,Domicilio particular,,
5429.0,Carcel o comisaría,,
18573.0,Carcel o comisaría,,
5430.0,Domicilio particular,,
5431.0,Domicilio particular,,
18574.0,Domicilio particular,,
5432.0,Vía pública,,
18575.0,Vía pública,,
5433.0,Domicilio particular,,
5434.0,Domicilio particular,,
18576.0,Domicilio particular,,
5435.0,Domicilio particular,,
18577.0,Domicilio particular,,
5436.0,Vía pública,,
18578.0,Vía pública,,
5437.0,Vía pública,,
18579.0,Vía pública,,
5438.0,Vía pública,,
18580.0,Vía pública,,
5439.0,Vía pública,,
18581.0,Vía pública,,
5440.0,Vía pública,,
18582.0,Vía pública,,
5441.0,Domicilio particular,,
18583.0,Domicilio particular,,
5442.0,Domicilio particular,,
18584.0,Domicilio particular,,
18585.0,Domicilio particular,,
5443.0,Vía pública,,
18586.0,Vía pública,,
5444.0,Vía pública,,
18587.0,Vía pública,,
5445.0,Vía pública,,
18588.0,Vía pública,,
5446.0,Vía pública,,
18589.0,Vía pública,,
5447.0,Domicilio particular,,
18590.0,Domicilio particular,,
5448.0,Vía pública,,
18591.0,Vía pública,,
18592.0,Vía pública,,
5449.0,Vía pública,,
18593.0,Vía pública,,
5450.0,Vía pública,,
18594.0,Vía pública,,
13633.0,Vía pública,,
18595.0,Vía pública,,
18596.0,Vía pública,,
5451.0,Domicilio particular,,
18597.0,Domicilio particular,,
5452.0,Vía pública,,
18598.0,Vía pública,,
5453.0,Vía pública,,
18599.0,Vía pública,,
5454.0,Vía pública,,
18600.0,Vía pública,,
5455.0,Vía pública,,
18601.0,Vía pública,,
5456.0,Vía pública,,
5457.0,Vía pública,,
5458.0,Vía pública,,
18602.0,Vía pública,,
5459.0,Domicilio particular,,
18603.0,Domicilio particular,,
5460.0,Vía pública,,
18604.0,Vía pública,,
5461.0,Vía pública,,
5462.0,Vía pública,,
18605.0,Vía pública,,
5463.0,Vía pública,,
5464.0,Vía pública,,
5465.0,Vía pública,,
18606.0,Vía pública,,
5466.0,Vía pública,,
5467.0,Vía pública,,
18607.0,Vía pública,,
5468.0,Vía pública,,
5469.0,Vía pública,,
18608.0,Vía pública,,
5470.0,Domicilio particular,,
18609.0,Domicilio particular,,
5471.0,Vía pública,,
5472.0,Vía pública,,
5473.0,Vía pública,,
5474.0,Vía pública,,
5475.0,Vía pública,,
18610.0,Vía pública,,
5476.0,Domicilio particular,,
18611.0,Domicilio particular,,
5477.0,Domicilio particular,,
18612.0,Domicilio particular,,
5478.0,Vía pública,,
5479.0,Vía pública,,
5480.0,Vía pública,,
5481.0,Vía pública,,
18613.0,Vía pública,,
5482.0,Domicilio particular,,
18614.0,Domicilio particular,,
5483.0,Vía pública,,
18615.0,Vía pública,,
5484.0,Vía pública,,
18616.0,Vía pública,,
5485.0,Domicilio particular,,
5486.0,Domicilio particular,,
5487.0,Domicilio particular,,
18617.0,Domicilio particular,,
5504.0,Vía pública,,
18618.0,Vía pública,,
5488.0,Otro lugar,,
18619.0,Otro lugar,,
5489.0,Domicilio particular,,
18620.0,Domicilio particular,,
5490.0,Otro lugar,,
5491.0,Otro lugar,,
18621.0,Otro lugar,,
5492.0,Vía pública,,
18622.0,Vía pública,,
5493.0,Domicilio particular,,
5494.0,Domicilio particular,,
18623.0,Domicilio particular,,
5495.0,Vía pública,,
18624.0,Vía pública,,
5496.0,Domicilio particular,,
18625.0,Domicilio particular,,
5497.0,Domicilio particular,,
18626.0,Domicilio particular,,
5498.0,Vía pública,,
5499.0,Vía pública,,
5500.0,Vía pública,,
18627.0,Vía pública,,
5501.0,Otro lugar,,
18628.0,Otro lugar,,
5502.0,Vía pública,,
18629.0,Vía pública,,
5503.0,Domicilio particular,,
18630.0,Domicilio particular,,
5505.0,Domicilio particular,,
5506.0,Domicilio particular,,
18631.0,Domicilio particular,,
5507.0,Carcel o comisaría,,
18632.0,Carcel o comisaría,,
5508.0,Domicilio particular,,
18633.0,Domicilio particular,,
8574.0,Vía pública,,
8575.0,Vía pública,,
8576.0,Vía pública,,
8577.0,Vía pública,,
18634.0,Vía pública,,
5509.0,Domicilio particular,,
18635.0,Domicilio particular,,
5510.0,Domicilio particular,,
18636.0,Domicilio particular,,
5511.0,Vía pública,,
18637.0,Vía pública,,
5512.0,Otro lugar,,
18638.0,Otro lugar,,
5513.0,Vía pública,,
5514.0,Vía pública,,
18639.0,Vía pública,,
5516.0,Vía pública,,
18640.0,Vía pública,,
5515.0,Domicilio particular,,
18641.0,Domicilio particular,,
5517.0,Domicilio particular,,
5518.0,Domicilio particular,,
5789.0,Domicilio particular,,
18642.0,Domicilio particular,,
5519.0,Vía pública,,
18643.0,Vía pública,,
5520.0,Domicilio particular,,
18644.0,Domicilio particular,,
5521.0,Domicilio particular,,
18645.0,Domicilio particular,,
5522.0,Domicilio particular,,
18646.0,Domicilio particular,,
5523.0,Vía pública,,
18647.0,Vía pública,,
5524.0,Comercio,,
18648.0,Comercio,,
5525.0,Domicilio particular,,
18649.0,Domicilio particular,,
5526.0,Vía pública,,
18650.0,Vía pública,,
5527.0,Vía pública,,
18651.0,Vía pública,,
5528.0,Domicilio particular,,
18652.0,Domicilio particular,,
5529.0,Vía pública,,
18653.0,Vía pública,,
5530.0,Vía pública,,
18654.0,Vía pública,,
5531.0,Vía pública,,
18655.0,Vía pública,,
5532.0,Vía pública,,
18656.0,Vía pública,,
5533.0,Vía pública,,
5534.0,Vía pública,,
18657.0,Vía pública,,
5535.0,Vía pública,,
18658.0,Vía pública,,
5536.0,Domicilio particular,,
18659.0,Domicilio particular,,
5537.0,Comercio,,
18660.0,Comercio,,
5538.0,Vía pública,,
18661.0,Vía pública,,
5539.0,Vía pública,,
18662.0,Vía pública,,
5540.0,Domicilio particular,,
18663.0,Domicilio particular,,
5541.0,Domicilio particular,,
18664.0,Domicilio particular,,
5542.0,Vía pública,,
18665.0,Vía pública,,
5543.0,Interior de rodados,,
18666.0,Interior de rodados,,
5544.0,Vía pública,,
18667.0,Vía pública,,
5545.0,Vía pública,,
18668.0,Vía pública,,
5546.0,Domicilio particular,,
18669.0,Domicilio particular,,
5547.0,Vía pública,,
18670.0,Vía pública,,
5548.0,Interior de rodados,,
18671.0,Interior de rodados,,
5549.0,Vía pública,,
18672.0,Vía pública,,
5550.0,Vía pública,,
5551.0,Vía pública,,
18673.0,Vía pública,,
18674.0,Vía pública,,
5552.0,Interior de rodados,,
18675.0,Interior de rodados,,
5553.0,Domicilio particular,,
18676.0,Domicilio particular,,
5554.0,Domicilio particular,,
18677.0,Domicilio particular,,
5555.0,Vía pública,,
18678.0,Vía pública,,
5556.0,Vía pública,,
18679.0,Vía pública,,
5557.0,Vía pública,,
5558.0,Vía pública,,
5559.0,Vía pública,,
18680.0,Vía pública,,
5560.0,Vía pública,,
18681.0,Vía pública,,
5561.0,Domicilio particular,,
5562.0,Domicilio particular,,
5563.0,Domicilio particular,,
5564.0,Domicilio particular,,
18682.0,Domicilio particular,,
5565.0,Vía pública,,
5566.0,Vía pública,,
18683.0,Vía pública,,
5567.0,Vía pública,,
5568.0,Vía pública,,
18684.0,Vía pública,,
5569.0,Domicilio particular,,
5570.0,Domicilio particular,,
18685.0,Domicilio particular,,
5571.0,Domicilio particular,,
18686.0,Domicilio particular,,
5572.0,Domicilio particular,,
18687.0,Domicilio particular,,
18688.0,Domicilio particular,,
18689.0,Domicilio particular,,
5573.0,Domicilio particular,,
18690.0,Domicilio particular,,
5574.0,Vía pública,,
18691.0,Vía pública,,
5575.0,Otro lugar,,
18692.0,Otro lugar,,
5576.0,Domicilio particular,,
18693.0,Domicilio particular,,
5577.0,Vía pública,,
18694.0,Vía pública,,
5578.0,Vía pública,,
18695.0,Vía pública,,
5579.0,Vía pública,,
18696.0,Vía pública,,
18697.0,Vía pública,,
5580.0,Domicilio particular,,
18698.0,Domicilio particular,,
5581.0,Otro lugar,,
18699.0,Otro lugar,,
5582.0,Vía pública,,
18700.0,Vía pública,,
5583.0,Comercio,,
5595.0,Comercio,,
18701.0,Comercio,,
5584.0,Vía pública,,
18702.0,Vía pública,,
5585.0,Vía pública,,
18703.0,Vía pública,,
5586.0,Vía pública,,
18704.0,Vía pública,,
5587.0,Vía pública,,
18705.0,Vía pública,,
5588.0,Domicilio particular,,
18706.0,Domicilio particular,,
5589.0,Vía pública,,
18707.0,Vía pública,,
5590.0,Vía pública,,
18708.0,Vía pública,,
5591.0,Domicilio particular,,
18709.0,Domicilio particular,,
5592.0,Domicilio particular,,
18712.0,Domicilio particular,,
18713.0,Domicilio particular,,
5593.0,Domicilio particular,,
18714.0,Domicilio particular,,
5594.0,Vía pública,,
18715.0,Vía pública,,
5648.0,Vía pública,,
18716.0,Vía pública,,
5596.0,Domicilio particular,,
5597.0,Domicilio particular,,
5598.0,Domicilio particular,,
18717.0,Domicilio particular,,
5599.0,Vía pública,,
18718.0,Vía pública,,
5600.0,Domicilio particular,,
18719.0,Domicilio particular,,
5601.0,Domicilio particular,,
18720.0,Domicilio particular,,
5602.0,Vía pública,,
18721.0,Vía pública,,
5603.0,Vía pública,,
18722.0,Vía pública,,
5604.0,Vía pública,,
18723.0,Vía pública,,
5605.0,Vía pública,,
18724.0,Vía pública,,
5606.0,Domicilio particular,,
5607.0,Domicilio particular,,
5608.0,Domicilio particular,,
18725.0,Domicilio particular,,
18726.0,Domicilio particular,,
18727.0,Domicilio particular,,
5609.0,Domicilio particular,,
18728.0,Domicilio particular,,
5610.0,Vía pública,,
18729.0,Vía pública,,
5611.0,Vía pública,,
18730.0,Vía pública,,
5612.0,Domicilio particular,,
18731.0,Domicilio particular,,
5613.0,Vía pública,,
18732.0,Vía pública,,
5614.0,Domicilio particular,,
18733.0,Domicilio particular,,
5615.0,Vía pública,,
5616.0,Vía pública,,
18734.0,Vía pública,,
5617.0,Domicilio particular,,
18735.0,Domicilio particular,,
5618.0,Vía pública,,
18736.0,Vía pública,,
5619.0,Domicilio particular,,
18737.0,Domicilio particular,,
5620.0,Vía pública,,
5621.0,Vía pública,,
18738.0,Vía pública,,
5622.0,Vía pública,,
5623.0,Vía pública,,
18739.0,Vía pública,,
5624.0,Vía pública,,
18740.0,Vía pública,,
5625.0,Domicilio particular,,
18741.0,Domicilio particular,,
5626.0,Domicilio particular,,
18742.0,Domicilio particular,,
18743.0,Domicilio particular,,
5627.0,Domicilio particular,,
18744.0,Domicilio particular,,
5628.0,Vía pública,,
18745.0,Vía pública,,
5630.0,Vía pública,,
5631.0,Vía pública,,
18747.0,Vía pública,,
5629.0,Vía pública,,
18746.0,Vía pública,,
5632.0,Vía pública,,
18748.0,Vía pública,,
5633.0,Vía pública,,
18749.0,Vía pública,,
5634.0,Vía pública,,
5635.0,Vía pública,,
5636.0,Vía pública,,
18750.0,Vía pública,,
5637.0,Vía pública,,
18751.0,Vía pública,,
5638.0,Vía pública,,
18752.0,Vía pública,,
5639.0,Vía pública,,
18753.0,Vía pública,,
5640.0,Domicilio particular,,
18754.0,Domicilio particular,,
5641.0,Domicilio particular,,
18755.0,Domicilio particular,,
5642.0,Domicilio particular,,
18756.0,Domicilio particular,,
5643.0,Vía pública,,
18757.0,Vía pública,,
5644.0,Domicilio particular,,
18758.0,Domicilio particular,,
5645.0,Vía pública,,
18759.0,Vía pública,,
5647.0,Vía pública,,
18760.0,Vía pública,,
5652.0,Vía pública,,
18761.0,Vía pública,,
5653.0,Vía pública,,
18762.0,Vía pública,,
5654.0,Domicilio particular,,
18763.0,Domicilio particular,,
5655.0,Otro lugar,,
18764.0,Otro lugar,,
5656.0,Vía pública,,
18765.0,Vía pública,,
5657.0,Vía pública,,
18766.0,Vía pública,,
5658.0,Vía pública,,
18767.0,Vía pública,,
5659.0,Vía pública,,
18768.0,Vía pública,,
5660.0,Vía pública,,
18769.0,Vía pública,,
5661.0,Vía pública,,
18770.0,Vía pública,,
5662.0,Domicilio particular,,
18771.0,Domicilio particular,,
5663.0,Domicilio particular,,
5664.0,Domicilio particular,,
5665.0,Domicilio particular,,
18772.0,Domicilio particular,,
5666.0,Domicilio particular,,
18773.0,Domicilio particular,,
5667.0,Domicilio particular,,
18774.0,Domicilio particular,,
5668.0,Domicilio particular,,
18775.0,Domicilio particular,,
5669.0,Domicilio particular,,
18776.0,Domicilio particular,,
5670.0,Vía pública,,
18777.0,Vía pública,,
5671.0,Domicilio particular,,
18778.0,Domicilio particular,,
5672.0,Vía pública,,
18779.0,Vía pública,,
5673.0,Domicilio particular,,
18780.0,Domicilio particular,,
5674.0,Vía pública,,
5675.0,Vía pública,,
18781.0,Vía pública,,
5676.0,Otro lugar,,
18782.0,Otro lugar,,
5677.0,Domicilio particular,,
18783.0,Domicilio particular,,
5678.0,Vía pública,,
18784.0,Vía pública,,
5679.0,Domicilio particular,,
18785.0,Domicilio particular,,
5680.0,Domicilio particular,,
18786.0,Domicilio particular,,
5681.0,Comercio,,
5682.0,Comercio,,
18787.0,Comercio,,
5683.0,Otro lugar,,
18788.0,Otro lugar,,
5684.0,Vía pública,,
18789.0,Vía pública,,
5685.0,Comercio,,
18790.0,Comercio,,
5686.0,Vía pública,,
5687.0,Vía pública,,
18791.0,Vía pública,,
5688.0,Vía pública,,
18792.0,Vía pública,,
5689.0,Domicilio particular,,
18793.0,Domicilio particular,,
5690.0,Vía pública,,
18794.0,Vía pública,,
5691.0,Domicilio particular,,
18795.0,Domicilio particular,,
5692.0,Vía pública,,
18796.0,Vía pública,,
5693.0,Domicilio particular,,
18797.0,Domicilio particular,,
5694.0,Vía pública,,
5695.0,Vía pública,,
5696.0,Vía pública,,
18798.0,Vía pública,,
5697.0,Vía pública,,
18799.0,Vía pública,,
5698.0,Otro lugar,,
18800.0,Otro lugar,,
5699.0,Domicilio particular,,
18801.0,Domicilio particular,,
5701.0,Vía pública,,
18803.0,Vía pública,,
5700.0,Domicilio particular,,
18802.0,Domicilio particular,,
5702.0,Domicilio particular,,
18804.0,Domicilio particular,,
5703.0,Domicilio particular,,
18805.0,Domicilio particular,,
5704.0,Vía pública,,
18806.0,Vía pública,,
5705.0,Domicilio particular,,
18807.0,Domicilio particular,,
5706.0,Vía pública,,
18808.0,Vía pública,,
5707.0,Domicilio particular,,
18809.0,Domicilio particular,,
5708.0,Vía pública,,
18810.0,Vía pública,,
5709.0,Vía pública,,
18811.0,Vía pública,,
5710.0,Vía pública,,
18812.0,Vía pública,,
5711.0,Comercio,,
18813.0,Comercio,,
5712.0,Vía pública,,
18814.0,Vía pública,,
5713.0,Domicilio particular,,
18815.0,Domicilio particular,,
5714.0,Vía pública,,
18816.0,Vía pública,,
5715.0,Interior de rodados,,
18817.0,Interior de rodados,,
5716.0,Domicilio particular,,
18818.0,Domicilio particular,,
5717.0,Comercio,,
18819.0,Comercio,,
5718.0,Vía pública,,
18820.0,Vía pública,,
5719.0,Interior de rodados,,
18821.0,Interior de rodados,,
5720.0,Vía pública,,
18822.0,Vía pública,,
5721.0,Vía pública,,
5722.0,Vía pública,,
18823.0,Vía pública,,
5723.0,Vía pública,,
18824.0,Vía pública,,
5724.0,Vía pública,,
18825.0,Vía pública,,
5725.0,Domicilio particular,,
18826.0,Domicilio particular,,
5726.0,Domicilio particular,,
18827.0,Domicilio particular,,
5727.0,Vía pública,,
18828.0,Vía pública,,
5728.0,Vía pública,,
18829.0,Vía pública,,
5729.0,Domicilio particular,,
18830.0,Domicilio particular,,
5730.0,Domicilio particular,,
18831.0,Domicilio particular,,
5731.0,Vía pública,,
18832.0,Vía pública,,
5732.0,Domicilio particular,,
18833.0,Domicilio particular,,
7990.0,Vía pública,,
18834.0,Vía pública,,
5733.0,Vía pública,,
18835.0,Vía pública,,
5734.0,Vía pública,,
18836.0,Vía pública,,
18837.0,Vía pública,,
5735.0,Vía pública,,
18838.0,Vía pública,,
5736.0,Carcel o comisaría,,
18839.0,Carcel o comisaría,,
5737.0,Domicilio particular,,
5738.0,Domicilio particular,,
5739.0,Domicilio particular,,
18840.0,Domicilio particular,,
5740.0,Comercio,,
5741.0,Comercio,,
5742.0,Comercio,,
18841.0,Comercio,,
5743.0,Domicilio particular,,
18842.0,Domicilio particular,,
5744.0,Vía pública,,
18843.0,Vía pública,,
5745.0,Domicilio particular,,
18844.0,Domicilio particular,,
5746.0,Vía pública,,
18845.0,Vía pública,,
5747.0,Domicilio particular,,
5748.0,Domicilio particular,,
18846.0,Domicilio particular,,
5749.0,Vía pública,,
18847.0,Vía pública,,
5750.0,Vía pública,,
5751.0,Vía pública,,
18848.0,Vía pública,,
5752.0,Vía pública,,
18849.0,Vía pública,,
5753.0,Vía pública,,
18850.0,Vía pública,,
5754.0,Domicilio particular,,
18851.0,Domicilio particular,,
5755.0,Comercio,,
18852.0,Comercio,,
5756.0,Vía pública,,
18853.0,Vía pública,,
5757.0,Vía pública,,
18854.0,Vía pública,,
5758.0,Domicilio particular,,
18855.0,Domicilio particular,,
5759.0,Vía pública,,
18856.0,Vía pública,,
5760.0,Vía pública,,
18857.0,Vía pública,,
5761.0,Vía pública,,
5762.0,Vía pública,,
18858.0,Vía pública,,
5763.0,Vía pública,,
18859.0,Vía pública,,
5764.0,Vía pública,,
18860.0,Vía pública,,
5765.0,Vía pública,,
18861.0,Vía pública,,
5766.0,Vía pública,,
18862.0,Vía pública,,
5767.0,Vía pública,,
5768.0,Vía pública,,
18863.0,Vía pública,,
5769.0,Vía pública,,
18864.0,Vía pública,,
5770.0,Vía pública,,
18865.0,Vía pública,,
5771.0,Vía pública,,
18866.0,Vía pública,,
5772.0,Vía pública,,
18867.0,Vía pública,,
5773.0,Vía pública,,
18868.0,Vía pública,,
5774.0,Vía pública,,
18869.0,Vía pública,,
5775.0,Vía pública,,
18870.0,Vía pública,,
5776.0,Vía pública,,
18871.0,Vía pública,,
5777.0,Vía pública,,
18872.0,Vía pública,,
5778.0,Domicilio particular,,
5779.0,Domicilio particular,,
5780.0,Domicilio particular,,
18873.0,Domicilio particular,,
18874.0,Domicilio particular,,
18875.0,Domicilio particular,,
5781.0,Vía pública,,
18876.0,Vía pública,,
5782.0,Vía pública,,
18877.0,Vía pública,,
5783.0,Domicilio particular,,
5784.0,Domicilio particular,,
18878.0,Domicilio particular,,
5785.0,Otro lugar,,
18879.0,Otro lugar,,
5786.0,Interior de rodados,,
18880.0,Interior de rodados,,
5787.0,Vía pública,,
18881.0,Vía pública,,
5788.0,Vía pública,,
18882.0,Vía pública,,
5790.0,Vía pública,,
5791.0,Vía pública,,
5792.0,Vía pública,,
18883.0,Vía pública,,
5793.0,Vía pública,,
18884.0,Vía pública,,
5794.0,Domicilio particular,,
18885.0,Domicilio particular,,
5795.0,Domicilio particular,,
18886.0,Domicilio particular,,
5796.0,Otro lugar,,
18887.0,Otro lugar,,
5797.0,Domicilio particular,,
18888.0,Domicilio particular,,
5798.0,Otro lugar,,
18889.0,Otro lugar,,
5799.0,Vía pública,,
18890.0,Vía pública,,
5800.0,Otro lugar,,
18891.0,Otro lugar,,
5801.0,Vía pública,,
18892.0,Vía pública,,
5802.0,Vía pública,,
